country,measure,description,date_start,date_end
Ireland,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-06-07,2021-07-04
Ireland,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-12-20,2022-01-21
Ireland,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-08-24,2020-10-20
Ireland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-03-12,2020-03-23
Ireland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-06-29,2020-08-23
Ireland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-07-05,2021-10-28
Ireland,PlaceOfWorship,Closure of places of worship,2020-10-06,2020-11-30
Ireland,PlaceOfWorship,Closure of places of worship,2020-12-31,2021-05-09
Ireland,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-12-01,2020-12-30
Ireland,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-05-10,2021-10-27
Ireland,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-24,2020-06-28
Ireland,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-10-21,2020-11-30
Ireland,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-12-31,2021-05-09
Ireland,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-12-01,2020-12-30
Ireland,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-05-10,2022-01-21
Ireland,QuarantineForInternationalTravellers,,2020-01-27,2020-03-13
Ireland,QuarantineForInternationalTravellersPartial,,2020-03-14,2022-01-06
Ireland,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-24,2020-06-28
Ireland,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-12-25,2021-06-06
Ireland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-10-06,2020-10-26
Ireland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-12-04,2020-12-23
Ireland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-06-07,2022-01-21
Ireland,SocialCircle,Social circle/bubble to limit social contacts e.g. to limited number of households,2020-10-21,2021-07-18
Ireland,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-12,2020-03-26
Ireland,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-05-18,2020-06-26
Ireland,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-27,2020-05-17
Ireland,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-10-21,2020-11-30
Ireland,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-12-31,2021-04-11
Ireland,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-12,2022-03-15
Ireland,Teleworking,Teleworking recommendation,2020-03-12,2021-11-03
Ireland,Teleworking,Teleworking recommendation,2022-01-14,2022-01-30
Italy,AdaptationOfWorkplace,Adaptation of workplaces (e.g. to reduce risk of transmission),2020-03-10,2020-06-10
Italy,AdaptationOfWorkplacePartial,Adaptation of workplaces (e.g. to reduce risk of transmission) - partially relaxed measure,2020-06-11,2020-10-15
Italy,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-09,2020-06-11
Italy,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-11-06,2021-04-25
Italy,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-03-04,2020-03-08
Italy,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-10,2020-06-10
Italy,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-03-04,2020-03-09
Italy,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-06-11,2020-09-14
Italy,ClosHigh,Closure of educational institutions: higher education.,2020-03-10,2020-06-10
Italy,ClosHigh,Closure of educational institutions: higher education.,2020-12-04,2021-01-15
Italy,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-03-04,2020-03-09
Italy,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-06-11,2020-09-14
Italy,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-11-05,2020-12-03
Italy,ClosPrim,Closure of educational institutions: primary schools.,2020-03-05,2020-09-06
Italy,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-09-07,2020-10-16
Italy,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-11-06,2021-05-09
Italy,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-07-14,2021-07-30
Italy,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-12-24,2021-01-06
Italy,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-10,2020-12-23
Italy,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-01-07,2021-06-20
Italy,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-08-06,2022-04-30
Italy,ClosSec,Closure of educational institutions: secondary schools.,2020-03-04,2020-06-16
Italy,ClosSec,Closure of educational institutions: secondary schools.,2020-07-05,2020-09-14
Italy,ClosSec,Closure of educational institutions: secondary schools.,2020-11-06,2021-01-06
Italy,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-06-17,2020-07-04
Italy,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-01-15,2021-03-05
Italy,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-04-27,2021-06-08
Italy,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2020-11-05,2020-12-03
Italy,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2021-01-15,2021-04-06
Italy,EntertainmentVenues,Closure of entertainment venues,2020-03-10,2020-05-17
Italy,EntertainmentVenues,Closure of entertainment venues,2020-10-26,2021-03-26
Italy,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-18,2020-06-15
Italy,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-08-06,2022-04-30
Italy,GymsSportsCentres,Closure of gyms/sports centres,2020-03-10,2020-05-24
Italy,GymsSportsCentres,Closure of gyms/sports centres,2020-10-26,2021-05-14
Italy,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-25,2020-10-25
Italy,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-15,2021-05-29
Italy,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-08-06,2022-04-30
Italy,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-08-07,2020-11-05
Italy,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2021-04-26,2022-04-30
Italy,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-04-26,2020-07-14
Italy,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-10-08,2021-06-27
Italy,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2021-12-25,2022-02-10
Italy,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-08-16,2020-10-07
Italy,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2022-02-11,2022-06-14
Italy,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-07-15,2020-08-15
Italy,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-06-28,2021-12-24
Italy,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-06-15,
Italy,MassGather50,,2020-03-09,2020-06-11
Italy,MassGather50,,2020-11-06,2021-04-25
Italy,MassGather50Partial,,2020-03-04,2020-03-08
Italy,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-09,2020-06-11
Italy,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-11-06,2022-04-30
Italy,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-03-04,2020-03-08
Italy,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-06-12,2020-11-05
Italy,NonEssentialShops,Closures of non-essential shops,2020-03-10,2020-04-13
Italy,NonEssentialShops,Closures of non-essential shops,2020-12-24,2021-01-06
Italy,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-04-14,2020-05-18
Italy,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-06-12,2020-11-05
Italy,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-04-26,2022-04-30
Italy,PlaceOfWorship,Closure of places of worship,2020-03-10,2020-06-15
Italy,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-02-22,2022-04-30
Italy,QuarantineForInternationalTravellers,,2020-03-04,2020-03-10
Italy,QuarantineForInternationalTravellers,,2020-06-12,2021-04-30
Italy,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-22,2021-06-21
Italy,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-12-24,2021-01-06
Italy,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-03-10,2020-05-18
Italy,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-10-18,2020-12-23
Italy,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-01-07,2021-06-20
Italy,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-08-06,2022-04-30
Italy,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-10-26,2020-11-04
Italy,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-10,2020-05-04
Italy,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-11-05,2021-06-21
Italy,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-04,2021-05-06
Italy,Teleworking,Teleworking recommendation,2020-03-12,2020-06-10
Italy,Teleworking,Teleworking recommendation,2020-10-16,
Latvia,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2021-10-21,2021-11-14
Latvia,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-11-09,2021-10-20
Latvia,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2021-11-15,2022-02-28
Latvia,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2021-03-16,2021-11-14
Latvia,ClosHigh,Closure of educational institutions: higher education.,2020-03-17,2020-08-31
Latvia,ClosHigh,Closure of educational institutions: higher education.,2021-10-21,2021-11-14
Latvia,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-10-26,2021-08-17
Latvia,ClosPrim,Closure of educational institutions: primary schools.,2020-03-17,2020-08-31
Latvia,ClosPrim,Closure of educational institutions: primary schools.,2021-10-21,2021-10-29
Latvia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-11-02,2021-08-10
Latvia,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-11-01,2021-11-14
Latvia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-17,2020-05-11
Latvia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-05-12,2020-06-10
Latvia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-07-11,2022-03-31
Latvia,ClosSec,Closure of educational institutions: secondary schools.,2020-10-26,2021-04-06
Latvia,ClosSec,Closure of educational institutions: secondary schools.,2021-10-21,2021-10-29
Latvia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-03-17,2020-05-07
Latvia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-04-07,2021-08-10
Latvia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-11-01,2021-11-15
Latvia,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2020-12-07,2022-02-28
Latvia,EntertainmentVenues,Closure of entertainment venues,2020-03-17,2020-06-10
Latvia,EntertainmentVenues,Closure of entertainment venues,2021-10-21,2021-11-14
Latvia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-11-09,2021-10-20
Latvia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-11-15,2022-03-31
Latvia,GymsSportsCentres,Closure of gyms/sports centres,2020-03-17,2020-05-11
Latvia,GymsSportsCentres,Closure of gyms/sports centres,2020-12-03,2021-03-07
Latvia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-05-12,2020-06-10
Latvia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-10-21,2022-03-31
Latvia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-06-10,2020-07-31
Latvia,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-08-01,2020-11-08
Latvia,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-05-12,2020-06-30
Latvia,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-10-07,2022-05-14
Latvia,MasksVoluntaryAllSpacesPartial,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced) - partially relaxed measure,2020-03-17,2020-06-30
Latvia,MassGather50,,2021-10-21,2021-11-14
Latvia,MassGather50Partial,,2020-11-09,2021-10-20
Latvia,MassGather50Partial,,2021-11-15,2022-02-28
Latvia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-08-01,2020-11-08
Latvia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-10-21,2021-11-14
Latvia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-06-10,2020-07-31
Latvia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-11-09,2021-10-20
Latvia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-11-15,2022-03-31
Latvia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-09,2021-06-02
Latvia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-10-11,2022-02-28
Latvia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-07-01,2020-07-31
Latvia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-10-10,2020-10-29
Latvia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2022-03-01,2022-03-31
Latvia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-06-10,2020-06-30
Latvia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-10-30,2020-11-08
Latvia,PlaceOfWorship,Closure of places of worship,2020-03-17,2020-05-11
Latvia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-05-12,2020-06-10
Latvia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-11-09,2021-04-06
Latvia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-10-21,2022-03-31
Latvia,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-17,2020-06-10
Latvia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-10-17,2022-03-31
Latvia,QuarantineForInternationalTravellers,,2020-03-12,2020-05-11
Latvia,QuarantineForInternationalTravellersPartial,,2020-05-12,
Latvia,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-11-09,2021-05-06
Latvia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-07-11,2020-11-08
Latvia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-07,2022-03-31
Latvia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-12-24,2021-02-07
Latvia,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-10-21,2021-11-14
Latvia,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-03-17,
Liechtenstein,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-14,2020-06-05
Liechtenstein,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-12-20,2021-09-30
Liechtenstein,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-05-11
Liechtenstein,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-06-08
Liechtenstein,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-06-08
Liechtenstein,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-10-24,2020-11-29
Liechtenstein,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-12-20,2021-02-28
Liechtenstein,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-12,2020-06-06
Liechtenstein,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-11-30,2020-12-19
Liechtenstein,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-03-01,2022-03-31
Liechtenstein,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-06-08
Liechtenstein,EntertainmentVenues,Closure of entertainment venues,2020-03-17,2020-06-06
Liechtenstein,EntertainmentVenues,Closure of entertainment venues,2020-12-20,2021-04-25
Liechtenstein,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-12-12,2020-12-19
Liechtenstein,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-04-26,2022-02-17
Liechtenstein,GymsSportsCentres,Closure of gyms/sports centres,2021-01-12,2021-02-28
Liechtenstein,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-03-12,2020-06-06
Liechtenstein,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-03-01,2022-03-31
Liechtenstein,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-02-28,2020-03-13
Liechtenstein,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-07-03,2020-12-19
Liechtenstein,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2021-10-01,2022-03-31
Liechtenstein,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-06-06,2020-07-02
Liechtenstein,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-12-20,2021-07-04
Liechtenstein,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-10-20,2020-12-19
Liechtenstein,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-11-23,2022-02-16
Liechtenstein,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-07-06,2020-10-19
Liechtenstein,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2021-07-05,2021-11-22
Liechtenstein,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-02-17,2022-03-31
Liechtenstein,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2020-05-13,2020-07-05
Liechtenstein,MassGather50,,2020-03-14,2020-06-05
Liechtenstein,MassGather50,,2020-12-20,2021-05-23
Liechtenstein,MassGather50,,2021-06-14,2021-09-14
Liechtenstein,MassGather50Partial,,2021-05-24,2021-06-13
Liechtenstein,MassGather50Partial,,2021-09-15,2022-03-31
Liechtenstein,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-02-28,2020-07-02
Liechtenstein,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-12-20,2021-05-23
Liechtenstein,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2021-06-14,2021-08-15
Liechtenstein,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-07-03,2020-12-19
Liechtenstein,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-05-24,2021-06-13
Liechtenstein,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-08-16,2022-03-31
Liechtenstein,NonEssentialShops,Closures of non-essential shops,2020-03-17,2020-04-27
Liechtenstein,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-02-28,2020-03-13
Liechtenstein,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-07-03,2020-12-19
Liechtenstein,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-10-01,2021-12-06
Liechtenstein,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-06-06,2020-07-02
Liechtenstein,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-12-07,2022-03-31
Liechtenstein,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-16,2020-05-20
Liechtenstein,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-10-19,2021-06-13
Liechtenstein,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-06-14,2021-06-28
Liechtenstein,QuarantineForInternationalTravellers,,2020-07-06,2022-02-17
Liechtenstein,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-10-24,2020-11-29
Liechtenstein,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-12-20,2021-04-25
Liechtenstein,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-11-30,2020-12-19
Liechtenstein,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-04-26,2022-02-17
Liechtenstein,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-21,2020-05-18
Liechtenstein,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-16,2022-03-31
Liechtenstein,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-01-15,2022-03-31
Lithuania,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-12,2020-05-31
Lithuania,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-11-07,2021-04-18
Lithuania,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2021-04-19,2021-05-09
Lithuania,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-04-26
Lithuania,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-04-27,2020-05-17
Lithuania,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-05-24
Lithuania,ClosHigh,Closure of educational institutions: higher education.,2020-11-07,2021-05-23
Lithuania,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-05-25,2020-05-29
Lithuania,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-09-01,2020-11-06
Lithuania,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2021-05-24,2021-06-30
Lithuania,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-05-24
Lithuania,ClosPrim,Closure of educational institutions: primary schools.,2021-01-04,2021-05-31
Lithuania,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-05-25,2020-06-23
Lithuania,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-16,2022-03-17
Lithuania,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-05-29
Lithuania,ClosSec,Closure of educational institutions: secondary schools.,2020-11-07,2021-05-02
Lithuania,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-05-30,2020-06-30
Lithuania,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-09-01,2020-11-06
Lithuania,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-05-03,2021-06-30
Lithuania,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-04-26
Lithuania,EntertainmentVenues,Closure of entertainment venues,2020-11-07,2020-12-09
Lithuania,EntertainmentVenues,Closure of entertainment venues,2020-12-16,2021-03-05
Lithuania,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-04-27,2020-07-17
Lithuania,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-10-26,2020-11-06
