country,cause,age,sex,year,deaths,percentage
Belgium,Drug dependence,Total,Males,2016,47.0,0.043475445623317635
Belgium,Drug dependence,Total,Total,2016,56.0,0.0518005309554423
Belgium,Intentional self-harm,65,Females,2016,150.0,0.13875142220207756
Belgium,Intentional self-harm,65,Males,2016,336.0,0.31080318573265375
Belgium,Intentional self-harm,65,Total,2016,486.0,0.4495546079347313
Belgium,Intentional self-harm,15-29,Females,2016,48.0,0.044400455104664824
Belgium,Intentional self-harm,15-29,Males,2016,171.0,0.15817662131036844
Belgium,Intentional self-harm,15-29,Total,2016,219.0,0.20257707641503325
Belgium,Intentional self-harm,30-44,Females,2016,,
Belgium,Intentional self-harm,30-44,Males,2016,,
Belgium,Intentional self-harm,30-44,Total,2016,,
Belgium,Intentional self-harm,45-64,Females,2016,,
Belgium,Intentional self-harm,45-64,Males,2016,,
Belgium,Intentional self-harm,45-64,Total,2016,,
Belgium,Intentional self-harm,15,Females,2016,2.0,0.0018500189626943677
Belgium,Intentional self-harm,15,Males,2016,3.0,0.0027750284440415515
Belgium,Intentional self-harm,15,Total,2016,5.0,0.0046250474067359194
Belgium,Intentional self-harm,Total,Females,2016,553.0,0.5115302431849927
Belgium,Intentional self-harm,Total,Males,2016,1393.0,1.288538207516627
Belgium,Intentional self-harm,Total,Total,2016,1946.0,1.8000684507016196
Belgium,Mental and behavioural disorders,65,Females,2016,3368.0,3.115431933177315
Belgium,Mental and behavioural disorders,65,Males,2016,1796.0,1.661317028499542
Belgium,Mental and behavioural disorders,65,Total,2016,5164.0,4.776748961676857
Belgium,Mental and behavioural disorders,15-29,Females,2016,13.0,0.01202512325751339
Belgium,Mental and behavioural disorders,15-29,Males,2016,18.0,0.016650170664249307
Belgium,Mental and behavioural disorders,15-29,Total,2016,31.0,0.0286752939217627
Belgium,Mental and behavioural disorders,30-44,Females,2016,0.0,0.0
Belgium,Mental and behavioural disorders,30-44,Males,2016,0.0,0.0
Belgium,Mental and behavioural disorders,30-44,Total,2016,0.0,0.0
Belgium,Mental and behavioural disorders,45-64,Females,2016,0.0,0.0
Belgium,Mental and behavioural disorders,45-64,Males,2016,0.0,0.0
Belgium,Mental and behavioural disorders,45-64,Total,2016,0.0,0.0
Belgium,Mental and behavioural disorders,15,Females,2016,2.0,0.0018500189626943677
Belgium,Mental and behavioural disorders,15,Males,2016,4.0,0.0037000379253887355
Belgium,Mental and behavioural disorders,15,Total,2016,6.0,0.005550056888083103
Belgium,Mental and behavioural disorders,Total,Females,2016,3560.0,3.2930337535959744
Belgium,Mental and behavioural disorders,Total,Males,2016,2176.0,2.012820631411472
Belgium,Mental and behavioural disorders,Total,Total,2016,5736.0,5.305854385007446
Belgium,Total,65,Females,2016,48301.0,44.678882958550325
Belgium,Total,65,Males,2016,42131.0,38.9715744586382
Belgium,Total,65,Total,2016,90432.0,83.65045741718853
Belgium,Total,15-29,Females,2016,232.0,0.21460219967254665
Belgium,Total,15-29,Males,2016,558.0,0.5161552905917286
Belgium,Total,15-29,Total,2016,790.0,0.7307574902642752
Belgium,Total,30-44,Females,2016,,
Belgium,Total,30-44,Males,2016,,
Belgium,Total,30-44,Total,2016,,
Belgium,Total,45-64,Females,2016,,
Belgium,Total,45-64,Males,2016,,
Belgium,Total,45-64,Total,2016,,
Belgium,Total,15,Females,2016,225.0,0.20812713330311633
Belgium,Total,15,Males,2016,351.0,0.3246783279528615
Belgium,Total,15,Total,2016,576.0,0.5328054612559778
Belgium,Total,Total,Females,2016,54778.0,50.67016936923604
Belgium,Total,Total,Males,2016,53327.0,49.32798061180127
Belgium,Total,Total,Total,2016,108107.0,100.0
Belgium,Use of alcohol,65,Females,2016,42.0,0.03885039821658172
Belgium,Use of alcohol,65,Males,2016,110.0,0.10175104294819022
Belgium,Use of alcohol,65,Total,2016,152.0,0.14060144116477194
Belgium,Use of alcohol,15-29,Females,2016,0.0,0.0
Belgium,Use of alcohol,15-29,Males,2016,0.0,0.0
Belgium,Use of alcohol,15-29,Total,2016,0.0,0.0
Belgium,Use of alcohol,30-44,Females,2016,,
Belgium,Use of alcohol,30-44,Males,2016,,
Belgium,Use of alcohol,30-44,Total,2016,,
Belgium,Use of alcohol,45-64,Females,2016,,
Belgium,Use of alcohol,45-64,Males,2016,,
Belgium,Use of alcohol,45-64,Total,2016,,
Belgium,Use of alcohol,15,Females,2016,0.0,0.0
Belgium,Use of alcohol,15,Males,2016,0.0,0.0
Belgium,Use of alcohol,15,Total,2016,0.0,0.0
Belgium,Use of alcohol,Total,Females,2016,99.0,0.0915759386533712
Belgium,Use of alcohol,Total,Males,2016,295.0,0.2728777969974192
Belgium,Use of alcohol,Total,Total,2016,394.0,0.3644537356507904
Bulgaria,COVID-19,65,Females,2016,0.0,0.0
Bulgaria,COVID-19,65,Males,2016,0.0,0.0
Bulgaria,COVID-19,65,Total,2016,0.0,0.0
Bulgaria,COVID-19,15-29,Females,2016,0.0,0.0
Bulgaria,COVID-19,15-29,Males,2016,0.0,0.0
Bulgaria,COVID-19,15-29,Total,2016,0.0,0.0
Bulgaria,COVID-19,30-44,Females,2016,0.0,0.0
Bulgaria,COVID-19,30-44,Males,2016,0.0,0.0
Bulgaria,COVID-19,30-44,Total,2016,0.0,0.0
Bulgaria,COVID-19,45-64,Females,2016,0.0,0.0
Bulgaria,COVID-19,45-64,Males,2016,0.0,0.0
Bulgaria,COVID-19,45-64,Total,2016,0.0,0.0
Bulgaria,COVID-19,15,Females,2016,0.0,0.0
Bulgaria,COVID-19,15,Males,2016,0.0,0.0
Bulgaria,COVID-19,15,Total,2016,0.0,0.0
Bulgaria,COVID-19,Total,Females,2016,0.0,0.0
Bulgaria,COVID-19,Total,Males,2016,0.0,0.0
Bulgaria,COVID-19,Total,Total,2016,0.0,0.0
Bulgaria,Drug dependence,65,Females,2016,1.0,0.0009387996507665299
Bulgaria,Drug dependence,65,Males,2016,0.0,0.0
Bulgaria,Drug dependence,65,Total,2016,1.0,0.0009387996507665299
Bulgaria,Drug dependence,15-29,Females,2016,0.0,0.0
Bulgaria,Drug dependence,15-29,Males,2016,0.0,0.0
Bulgaria,Drug dependence,15-29,Total,2016,0.0,0.0
Bulgaria,Drug dependence,30-44,Females,2016,,
Bulgaria,Drug dependence,30-44,Males,2016,,
Bulgaria,Drug dependence,30-44,Total,2016,,
Bulgaria,Drug dependence,45-64,Females,2016,,
Bulgaria,Drug dependence,45-64,Males,2016,,
Bulgaria,Drug dependence,45-64,Total,2016,,
Bulgaria,Drug dependence,15,Females,2016,0.0,0.0
Bulgaria,Drug dependence,15,Males,2016,0.0,0.0
Bulgaria,Drug dependence,15,Total,2016,0.0,0.0
Bulgaria,Drug dependence,Total,Females,2016,2.0,0.0018775993015330598
Bulgaria,Drug dependence,Total,Males,2016,3.0,0.00281639895229959
Bulgaria,Drug dependence,Total,Total,2016,5.0,0.00469399825383265
Bulgaria,Intentional self-harm,65,Females,2016,74.0,0.06947117415672321
Bulgaria,Intentional self-harm,65,Males,2016,200.0,0.18775993015330597
Bulgaria,Intentional self-harm,65,Total,2016,274.0,0.2572311043100292
Bulgaria,Intentional self-harm,15-29,Females,2016,12.0,0.01126559580919836
Bulgaria,Intentional self-harm,15-29,Males,2016,47.0,0.04412358358602691
Bulgaria,Intentional self-harm,15-29,Total,2016,59.0,0.05538917939522526
Bulgaria,Intentional self-harm,30-44,Females,2016,,
Bulgaria,Intentional self-harm,30-44,Males,2016,,
Bulgaria,Intentional self-harm,30-44,Total,2016,,
Bulgaria,Intentional self-harm,45-64,Females,2016,,
Bulgaria,Intentional self-harm,45-64,Males,2016,,
Bulgaria,Intentional self-harm,45-64,Total,2016,,
Bulgaria,Intentional self-harm,15,Females,2016,1.0,0.0009387996507665299
Bulgaria,Intentional self-harm,15,Males,2016,1.0,0.0009387996507665299
Bulgaria,Intentional self-harm,15,Total,2016,2.0,0.0018775993015330598
Bulgaria,Intentional self-harm,Total,Females,2016,157.0,0.1473915451703452
Bulgaria,Intentional self-harm,Total,Males,2016,507.0,0.4759714229386307
Bulgaria,Intentional self-harm,Total,Total,2016,664.0,0.6233629681089758
Bulgaria,Mental and behavioural disorders,65,Females,2016,33.0,0.030980388475295485
Bulgaria,Mental and behavioural disorders,65,Males,2016,21.0,0.01971479266609713
Bulgaria,Mental and behavioural disorders,65,Total,2016,54.0,0.05069518114139261
Bulgaria,Mental and behavioural disorders,15-29,Females,2016,2.0,0.0018775993015330598
Bulgaria,Mental and behavioural disorders,15-29,Males,2016,2.0,0.0018775993015330598
Bulgaria,Mental and behavioural disorders,15-29,Total,2016,4.0,0.0037551986030661196
Bulgaria,Mental and behavioural disorders,30-44,Females,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,30-44,Males,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,30-44,Total,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,45-64,Females,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,45-64,Males,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,45-64,Total,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,15,Females,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,15,Males,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,15,Total,2016,0.0,0.0
Bulgaria,Mental and behavioural disorders,Total,Females,2016,55.0,0.05163398079215915
Bulgaria,Mental and behavioural disorders,Total,Males,2016,59.0,0.05538917939522526
Bulgaria,Mental and behavioural disorders,Total,Total,2016,114.0,0.1070231601873844
Bulgaria,Total,65,Females,2016,43914.0,41.22644786376139
Bulgaria,Total,65,Males,2016,39829.0,37.39145129038012
Bulgaria,Total,65,Total,2016,83743.0,78.61789915414151
Bulgaria,Total,15-29,Females,2016,181.0,0.1699227367887419
Bulgaria,Total,15-29,Males,2016,456.0,0.4280926407495376
Bulgaria,Total,15-29,Total,2016,637.0,0.5980153775382796
Bulgaria,Total,30-44,Females,2016,,
Bulgaria,Total,30-44,Males,2016,,
Bulgaria,Total,30-44,Total,2016,,
Bulgaria,Total,45-64,Females,2016,,
Bulgaria,Total,45-64,Males,2016,,
Bulgaria,Total,45-64,Total,2016,,
Bulgaria,Total,15,Females,2016,242.0,0.22718951548550023
Bulgaria,Total,15,Males,2016,351.0,0.329518677419052
Bulgaria,Total,15,Total,2016,593.0,0.5567081929045523
Bulgaria,Total,Total,Females,2016,50998.0,47.87690458979149
Bulgaria,Total,Total,Males,2016,55521.0,52.12309541020851
Bulgaria,Total,Total,Total,2016,106519.0,100.0
Bulgaria,Use of alcohol,65,Females,2016,0.0,0.0
Bulgaria,Use of alcohol,65,Males,2016,7.0,0.006571597555365709
Bulgaria,Use of alcohol,65,Total,2016,7.0,0.006571597555365709
Bulgaria,Use of alcohol,15-29,Females,2016,0.0,0.0
Bulgaria,Use of alcohol,15-29,Males,2016,0.0,0.0
Bulgaria,Use of alcohol,15-29,Total,2016,0.0,0.0
Bulgaria,Use of alcohol,30-44,Females,2016,,
Bulgaria,Use of alcohol,30-44,Males,2016,,
Bulgaria,Use of alcohol,30-44,Total,2016,,
Bulgaria,Use of alcohol,45-64,Females,2016,,
Bulgaria,Use of alcohol,45-64,Males,2016,,
Bulgaria,Use of alcohol,45-64,Total,2016,,
Bulgaria,Use of alcohol,15,Females,2016,0.0,0.0
Bulgaria,Use of alcohol,15,Males,2016,0.0,0.0
Bulgaria,Use of alcohol,15,Total,2016,0.0,0.0
Bulgaria,Use of alcohol,Total,Females,2016,1.0,0.0009387996507665299
Bulgaria,Use of alcohol,Total,Males,2016,24.0,0.02253119161839672
Bulgaria,Use of alcohol,Total,Total,2016,25.0,0.023469991269163246
Croatia,COVID-19,65,Females,2016,0.0,0.0
Croatia,COVID-19,65,Males,2016,0.0,0.0
Croatia,COVID-19,65,Total,2016,0.0,0.0
Croatia,COVID-19,15-29,Females,2016,0.0,0.0
Croatia,COVID-19,15-29,Males,2016,0.0,0.0
Croatia,COVID-19,15-29,Total,2016,0.0,0.0
Croatia,COVID-19,30-44,Females,2016,0.0,0.0
Croatia,COVID-19,30-44,Males,2016,0.0,0.0
Croatia,COVID-19,30-44,Total,2016,0.0,0.0
Croatia,COVID-19,45-64,Females,2016,0.0,0.0
Croatia,COVID-19,45-64,Males,2016,0.0,0.0
Croatia,COVID-19,45-64,Total,2016,0.0,0.0
Croatia,COVID-19,15,Females,2016,0.0,0.0
Croatia,COVID-19,15,Males,2016,0.0,0.0
Croatia,COVID-19,15,Total,2016,0.0,0.0
Croatia,COVID-19,Total,Females,2016,0.0,0.0
Croatia,COVID-19,Total,Males,2016,0.0,0.0
Croatia,COVID-19,Total,Total,2016,0.0,0.0
Croatia,Drug dependence,65,Females,2016,0.0,0.0
Croatia,Drug dependence,65,Males,2016,0.0,0.0
Croatia,Drug dependence,65,Total,2016,0.0,0.0
Croatia,Drug dependence,15-29,Females,2016,0.0,0.0
Croatia,Drug dependence,15-29,Males,2016,1.0,0.0019203072491598657
Croatia,Drug dependence,15-29,Total,2016,1.0,0.0019203072491598657
Croatia,Drug dependence,30-44,Females,2016,,
Croatia,Drug dependence,30-44,Males,2016,,
Croatia,Drug dependence,30-44,Total,2016,,
Croatia,Drug dependence,45-64,Females,2016,,
Croatia,Drug dependence,45-64,Males,2016,,
Croatia,Drug dependence,45-64,Total,2016,,
Croatia,Drug dependence,15,Females,2016,0.0,0.0
Croatia,Drug dependence,15,Males,2016,0.0,0.0
Croatia,Drug dependence,15,Total,2016,0.0,0.0
Croatia,Drug dependence,Total,Females,2016,3.0,0.005760921747479597
Croatia,Drug dependence,Total,Males,2016,11.0,0.02112337974075852
Croatia,Drug dependence,Total,Total,2016,14.0,0.02688430148823812
Croatia,Intentional self-harm,65,Females,2016,76.0,0.1459433509361498
Croatia,Intentional self-harm,65,Males,2016,189.0,0.3629380700912146
Croatia,Intentional self-harm,65,Total,2016,265.0,0.5088814210273643
Croatia,Intentional self-harm,15-29,Females,2016,9.0,0.01728276524243879
Croatia,Intentional self-harm,15-29,Males,2016,52.0,0.099855976956313
Croatia,Intentional self-harm,15-29,Total,2016,61.0,0.1171387421987518
Croatia,Intentional self-harm,30-44,Females,2016,,
Croatia,Intentional self-harm,30-44,Males,2016,,
Croatia,Intentional self-harm,30-44,Total,2016,,
Croatia,Intentional self-harm,45-64,Females,2016,,
Croatia,Intentional self-harm,45-64,Males,2016,,
Croatia,Intentional self-harm,45-64,Total,2016,,
Croatia,Intentional self-harm,15,Females,2016,0.0,0.0
Croatia,Intentional self-harm,15,Males,2016,0.0,0.0
Croatia,Intentional self-harm,15,Total,2016,0.0,0.0
Croatia,Intentional self-harm,Total,Females,2016,171.0,0.328372539606337
Croatia,Intentional self-harm,Total,Males,2016,522.0,1.00240038406145
Croatia,Intentional self-harm,Total,Total,2016,693.0,1.330772923667787
Croatia,Mental and behavioural disorders,65,Females,2016,880.0,1.6898703792606817
Croatia,Mental and behavioural disorders,65,Males,2016,400.0,0.7681228996639462
Croatia,Mental and behavioural disorders,65,Total,2016,1280.0,2.457993278924628
Croatia,Mental and behavioural disorders,15-29,Females,2016,2.0,0.0038406144983197314
Croatia,Mental and behavioural disorders,15-29,Males,2016,1.0,0.0019203072491598657
Croatia,Mental and behavioural disorders,15-29,Total,2016,3.0,0.005760921747479597
Croatia,Mental and behavioural disorders,30-44,Females,2016,0.0,0.0
Croatia,Mental and behavioural disorders,30-44,Males,2016,0.0,0.0
Croatia,Mental and behavioural disorders,30-44,Total,2016,0.0,0.0
Croatia,Mental and behavioural disorders,45-64,Females,2016,0.0,0.0
Croatia,Mental and behavioural disorders,45-64,Males,2016,0.0,0.0
Croatia,Mental and behavioural disorders,45-64,Total,2016,0.0,0.0
Croatia,Mental and behavioural disorders,15,Females,2016,0.0,0.0
Croatia,Mental and behavioural disorders,15,Males,2016,0.0,0.0
Croatia,Mental and behavioural disorders,15,Total,2016,0.0,0.0
Croatia,Mental and behavioural disorders,Total,Females,2016,929.0,1.783965434469515
Croatia,Mental and behavioural disorders,Total,Males,2016,537.0,1.0312049927988478
Croatia,Mental and behavioural disorders,Total,Total,2016,1466.0,2.815170427268363
Croatia,Total,65,Females,2016,23607.0,45.332693230916945
Croatia,Total,65,Males,2016,19134.0,36.74315890542486
Croatia,Total,65,Total,2016,42741.0,82.07585213634181
Croatia,Total,15-29,Females,2016,65.0,0.12481997119539126
Croatia,Total,15-29,Males,2016,233.0,0.4474315890542486
Croatia,Total,15-29,Total,2016,298.0,0.57225156024964
Croatia,Total,30-44,Females,2016,,
Croatia,Total,30-44,Males,2016,,
Croatia,Total,30-44,Total,2016,,
Croatia,Total,45-64,Females,2016,,
Croatia,Total,45-64,Males,2016,,
Croatia,Total,45-64,Total,2016,,
Croatia,Total,15,Females,2016,108.0,0.2073931829092655
Croatia,Total,15,Males,2016,127.0,0.2438790206433029
Croatia,Total,15,Total,2016,235.0,0.4512722035525684
Croatia,Total,Total,Females,2016,26397.0,50.69035045607298
Croatia,Total,Total,Males,2016,25678.0,49.30964954392703
Croatia,Total,Total,Total,2016,52075.0,100.0
Croatia,Use of alcohol,65,Females,2016,13.0,0.02496399423907825
Croatia,Use of alcohol,65,Males,2016,92.0,0.17666826692270765
Croatia,Use of alcohol,65,Total,2016,105.0,0.2016322611617859
Croatia,Use of alcohol,15-29,Females,2016,0.0,0.0
Croatia,Use of alcohol,15-29,Males,2016,0.0,0.0
Croatia,Use of alcohol,15-29,Total,2016,0.0,0.0
Croatia,Use of alcohol,30-44,Females,2016,,
Croatia,Use of alcohol,30-44,Males,2016,,
Croatia,Use of alcohol,30-44,Total,2016,,
Croatia,Use of alcohol,45-64,Females,2016,,
Croatia,Use of alcohol,45-64,Males,2016,,
Croatia,Use of alcohol,45-64,Total,2016,,
Croatia,Use of alcohol,15,Females,2016,0.0,0.0
Croatia,Use of alcohol,15,Males,2016,0.0,0.0
Croatia,Use of alcohol,15,Total,2016,0.0,0.0
Croatia,Use of alcohol,Total,Females,2016,23.0,0.04416706673067691
Croatia,Use of alcohol,Total,Males,2016,189.0,0.3629380700912146
Croatia,Use of alcohol,Total,Total,2016,212.0,0.40710513682189153
Cyprus,COVID-19,65,Females,2016,0.0,0.0
Cyprus,COVID-19,65,Males,2016,0.0,0.0
Cyprus,COVID-19,65,Total,2016,0.0,0.0
Cyprus,COVID-19,15-29,Females,2016,0.0,0.0
Cyprus,COVID-19,15-29,Males,2016,0.0,0.0
Cyprus,COVID-19,15-29,Total,2016,0.0,0.0
Cyprus,COVID-19,30-44,Females,2016,0.0,0.0
Cyprus,COVID-19,30-44,Males,2016,0.0,0.0
Cyprus,COVID-19,30-44,Total,2016,0.0,0.0
Cyprus,COVID-19,45-64,Females,2016,0.0,0.0
Cyprus,COVID-19,45-64,Males,2016,0.0,0.0
Cyprus,COVID-19,45-64,Total,2016,0.0,0.0
Cyprus,COVID-19,15,Females,2016,0.0,0.0
Cyprus,COVID-19,15,Males,2016,0.0,0.0
Cyprus,COVID-19,15,Total,2016,0.0,0.0
Cyprus,COVID-19,Total,Females,2016,0.0,0.0
Cyprus,COVID-19,Total,Males,2016,0.0,0.0
Cyprus,COVID-19,Total,Total,2016,0.0,0.0
Cyprus,Drug dependence,65,Females,2016,,
Cyprus,Drug dependence,65,Males,2016,0.0,0.0
Cyprus,Drug dependence,65,Total,2016,0.0,0.0
Cyprus,Drug dependence,15-29,Females,2016,,
Cyprus,Drug dependence,15-29,Males,2016,0.0,0.0
