ISO2,country,cause,age,sex,year,deaths,percentage
AT,Austria,COVID-19,Total,Females,2021,3637.0,3.9990324034877456
AT,Austria,COVID-19,Total,Females,2022,3096.0,3.3403102949744303
AT,Austria,COVID-19,Total,Females,2023,1288.0,1.443412190557305
AT,Austria,COVID-19,Total,Males,2016,0.0,0.0
AT,Austria,COVID-19,Total,Males,2017,0.0,0.0
AT,Austria,COVID-19,Total,Males,2018,0.0,0.0
AT,Austria,COVID-19,Total,Males,2019,0.0,0.0
AT,Austria,COVID-19,Total,Males,2020,3423.0,3.763068500379275
AT,Austria,COVID-19,Total,Males,2021,4316.0,4.745621076011304
AT,Austria,COVID-19,Total,Males,2022,3265.0,3.522646354357724
AT,Austria,COVID-19,Total,Males,2023,1449.0,1.623838714376968
AT,Austria,COVID-19,Total,Total,2016,0.0,0.0
AT,Austria,COVID-19,Total,Total,2017,0.0,0.0
AT,Austria,COVID-19,Total,Total,2018,0.0,0.0
AT,Austria,COVID-19,Total,Total,2019,0.0,0.0
AT,Austria,COVID-19,Total,Total,2020,6523.0,7.171047568791707
AT,Austria,COVID-19,Total,Total,2021,7953.0,8.744653479499048
AT,Austria,COVID-19,Total,Total,2022,6361.0,6.862956649332154
AT,Austria,COVID-19,Total,Total,2023,2737.0,3.0672509049342733
AT,Austria,Drug dependence,15-64,Females,2016,5.0,0.0062209172120337
AT,Austria,Drug dependence,15-64,Females,2017,1.0,0.0012054437841291
AT,Austria,Drug dependence,15-64,Females,2018,3.0,0.0035946224448225
AT,Austria,Drug dependence,15-64,Females,2019,23.0,0.0277178563250941
AT,Austria,Drug dependence,15-64,Females,2020,39.0,0.0428745753768014
AT,Austria,Drug dependence,15-64,Females,2021,32.0,0.0351853277183414
AT,Austria,Drug dependence,15-64,Females,2022,28.0,0.0302095246315515
AT,Austria,Drug dependence,15-64,Females,2023,25.0,0.028016540965786
AT,Austria,Drug dependence,15-64,Males,2016,15.0,0.0186627516361012
AT,Austria,Drug dependence,15-64,Males,2017,10.0,0.0120544378412912
AT,Austria,Drug dependence,15-64,Males,2018,19.0,0.0227659421505427
AT,Austria,Drug dependence,15-64,Males,2019,84.0,0.1012304317959965
AT,Austria,Drug dependence,15-64,Males,2020,78.0,0.08574915075360301
AT,Austria,Drug dependence,15-64,Males,2021,89.0,0.09785919271663701
AT,Austria,Drug dependence,15-64,Males,2022,93.0,0.1003387782405108
AT,Austria,Drug dependence,15-64,Males,2023,75.0,0.0840496228973584
AT,Austria,Drug dependence,15-64,Total,2016,20.0,0.0248836688481349
AT,Austria,Drug dependence,15-64,Total,2017,11.0,0.0132598816254203
AT,Austria,Drug dependence,15-64,Total,2018,22.0,0.0263605645953653
AT,Austria,Drug dependence,15-64,Total,2019,107.0,0.1289482881210908
AT,Austria,Drug dependence,15-64,Total,2020,117.0,0.1286237261304044
AT,Austria,Drug dependence,15-64,Total,2021,121.0,0.13304452043497839
AT,Austria,Drug dependence,15-64,Total,2022,121.0,0.13054830287206248
AT,Austria,Drug dependence,15-64,Total,2023,100.0,0.1120661638631446
AT,Austria,Drug dependence,65,Females,2016,3.0,0.0037325503272202
AT,Austria,Drug dependence,65,Females,2017,6.0,0.0072326627047747
AT,Austria,Drug dependence,65,Females,2018,4.0,0.00479282992643
AT,Austria,Drug dependence,65,Females,2019,7.0,0.008435869316333
AT,Austria,Drug dependence,65,Females,2020,10.0,0.0109934808658465
AT,Austria,Drug dependence,65,Females,2021,13.0,0.0142940393855762
AT,Austria,Drug dependence,65,Females,2022,6.0,0.0064734695639039
AT,Austria,Drug dependence,65,Females,2023,9.0,0.010085954747683
AT,Austria,Drug dependence,65,Males,2016,9.0,0.0111976509816607
AT,Austria,Drug dependence,65,Males,2017,3.0,0.0036163313523873
AT,Austria,Drug dependence,65,Males,2018,6.0,0.007189244889645
AT,Austria,Drug dependence,65,Males,2019,7.0,0.008435869316333
AT,Austria,Drug dependence,65,Males,2020,10.0,0.0109934808658465
AT,Austria,Drug dependence,65,Males,2021,8.0,0.0087963319295853
AT,Austria,Drug dependence,65,Males,2022,10.0,0.0107891159398398
AT,Austria,Drug dependence,65,Males,2023,15.0,0.0168099245794717
AT,Austria,Drug dependence,65,Total,2016,12.0,0.0149302013088809
AT,Austria,Drug dependence,65,Total,2017,9.0,0.0108489940571621
AT,Austria,Drug dependence,65,Total,2018,10.0,0.0119820748160751
AT,Austria,Drug dependence,65,Total,2019,14.0,0.016871738632666
AT,Austria,Drug dependence,65,Total,2020,20.0,0.0219869617316931
AT,Austria,Drug dependence,65,Total,2021,21.0,0.0230903713151615
AT,Austria,Drug dependence,65,Total,2022,16.0,0.0172625855037438
AT,Austria,Drug dependence,65,Total,2023,24.0,0.0268958793271547
AT,Austria,Drug dependence,Total,Females,2016,25.0,0.0311045860601687
AT,Austria,Drug dependence,Total,Females,2017,30.0,0.0361633135238738
AT,Austria,Drug dependence,Total,Females,2018,39.0,0.046730091782693
AT,Austria,Drug dependence,Total,Females,2019,30.0,0.0361537256414273
AT,Austria,Drug dependence,Total,Females,2020,49.0,0.0538680562426481
AT,Austria,Drug dependence,Total,Females,2021,45.0,0.0494793671039176
AT,Austria,Drug dependence,Total,Females,2022,34.0,0.0366829941954556
AT,Austria,Drug dependence,Total,Females,2023,34.0,0.0381024957134692
AT,Austria,Drug dependence,Total,Males,2016,80.0,0.0995346753925398
AT,Austria,Drug dependence,Total,Males,2017,69.0,0.0831756211049097
AT,Austria,Drug dependence,Total,Males,2018,87.0,0.1042440508998538
AT,Austria,Drug dependence,Total,Males,2019,91.0,0.1096663011123296
AT,Austria,Drug dependence,Total,Males,2020,88.0,0.0967426316194496
AT,Austria,Drug dependence,Total,Males,2021,97.0,0.1066555246462225
AT,Austria,Drug dependence,Total,Males,2022,103.0,0.1111278941803508
AT,Austria,Drug dependence,Total,Males,2023,90.0,0.1008595474768303
AT,Austria,Drug dependence,Total,Total,2016,105.0,0.1306392614527086
AT,Austria,Drug dependence,Total,Total,2017,99.0,0.1193389346287835
AT,Austria,Drug dependence,Total,Total,2018,126.0,0.1509741426825469
AT,Austria,Drug dependence,Total,Total,2019,121.0,0.1458200267537569
AT,Austria,Drug dependence,Total,Total,2020,137.0,0.1506106878620977
AT,Austria,Drug dependence,Total,Total,2021,142.0,0.1561348917501401
AT,Austria,Drug dependence,Total,Total,2022,137.0,0.1478108883758065
AT,Austria,Drug dependence,Total,Total,2023,124.0,0.1389620431902995
AT,Austria,Intentional self-harm,15-64,Females,2016,32.0,0.039813870157015804
AT,Austria,Intentional self-harm,15-64,Females,2017,30.0,0.0361633135238737
AT,Austria,Intentional self-harm,15-64,Females,2018,18.0,0.0215677346689352
AT,Austria,Intentional self-harm,15-64,Females,2019,166.0,0.20005061521589781
AT,Austria,Intentional self-harm,15-64,Females,2020,150.0,0.16490221298769808
AT,Austria,Intentional self-harm,15-64,Females,2021,141.0,0.1550353502589418
AT,Austria,Intentional self-harm,15-64,Females,2022,176.0,0.1898884405411819
AT,Austria,Intentional self-harm,15-64,Females,2023,144.0,0.1613752759629282
AT,Austria,Intentional self-harm,15-64,Males,2016,101.0,0.1256625276830815
AT,Austria,Intentional self-harm,15-64,Males,2017,113.0,0.13621514760659129
AT,Austria,Intentional self-harm,15-64,Males,2018,105.0,0.125811785568789
AT,Austria,Intentional self-harm,15-64,Males,2019,549.0,0.6616131792381204
AT,Austria,Intentional self-harm,15-64,Males,2020,513.0,0.5639655684179281
AT,Austria,Intentional self-harm,15-64,Males,2021,508.0,0.5585670775286704
AT,Austria,Intentional self-harm,15-64,Males,2022,593.0,0.6397945752325053
AT,Austria,Intentional self-harm,15-64,Males,2023,641.0,0.718344110362758
AT,Austria,Intentional self-harm,15-64,Total,2016,133.0,0.1654763978400975
AT,Austria,Intentional self-harm,15-64,Total,2017,143.0,0.1723784611304651
AT,Austria,Intentional self-harm,15-64,Total,2018,123.0,0.1473795202377243
AT,Austria,Intentional self-harm,15-64,Total,2019,715.0,0.8616637944540183
AT,Austria,Intentional self-harm,15-64,Total,2020,663.0,0.7288677814056262
AT,Austria,Intentional self-harm,15-64,Total,2021,649.0,0.7136024277876124
AT,Austria,Intentional self-harm,15-64,Total,2022,769.0,0.8296830157736873
AT,Austria,Intentional self-harm,15-64,Total,2023,785.0,0.8797193863256865
AT,Austria,Intentional self-harm,65,Females,2016,103.0,0.1281508945678951
AT,Austria,Intentional self-harm,65,Females,2017,100.0,0.1205443784129127
AT,Austria,Intentional self-harm,65,Females,2018,108.0,0.1294064080136116
AT,Austria,Intentional self-harm,65,Females,2019,87.0,0.1048458043601393
AT,Austria,Intentional self-harm,65,Females,2020,87.0,0.095643283532865
AT,Austria,Intentional self-harm,65,Females,2021,85.0,0.0934610267518444
AT,Austria,Intentional self-harm,65,Females,2022,137.0,0.1478108883758065
AT,Austria,Intentional self-harm,65,Females,2023,157.0,0.1759438772651373
AT,Austria,Intentional self-harm,65,Males,2016,346.0,0.4304874710727349
AT,Austria,Intentional self-harm,65,Males,2017,394.0,0.4749448509468761
AT,Austria,Intentional self-harm,65,Males,2018,386.0,0.4625080879005008
AT,Austria,Intentional self-harm,65,Males,2019,358.0,0.431434459321033
AT,Austria,Intentional self-harm,65,Males,2020,353.0,0.3880698745643833
AT,Austria,Intentional self-harm,65,Males,2021,395.0,0.4343188890232773
AT,Austria,Intentional self-harm,65,Males,2022,408.0,0.4401959303454675
AT,Austria,Intentional self-harm,65,Males,2023,403.0,0.4516266403684735
AT,Austria,Intentional self-harm,65,Total,2016,449.0,0.5586383656406301
AT,Austria,Intentional self-harm,65,Total,2017,494.0,0.5954892293597888
AT,Austria,Intentional self-harm,65,Total,2018,494.0,0.5919144959141125
AT,Austria,Intentional self-harm,65,Total,2019,445.0,0.5362802636811724
AT,Austria,Intentional self-harm,65,Total,2020,440.0,0.4837131580972483
AT,Austria,Intentional self-harm,65,Total,2021,480.0,0.5277799157751218
AT,Austria,Intentional self-harm,65,Total,2022,545.0,0.5880068187212739
AT,Austria,Intentional self-harm,65,Total,2023,560.0,0.6275705176336109
AT,Austria,Intentional self-harm,Total,Females,2016,299.0,0.3720108492796177
AT,Austria,Intentional self-harm,Total,Females,2017,267.0,0.3218534903624769
AT,Austria,Intentional self-harm,Total,Females,2018,266.0,0.318723190107599
AT,Austria,Intentional self-harm,Total,Females,2019,253.0,0.3048964195760373
AT,Austria,Intentional self-harm,Total,Females,2020,237.0,0.2605454965205633
AT,Austria,Intentional self-harm,Total,Females,2021,226.0,0.2484963770107864
AT,Austria,Intentional self-harm,Total,Females,2022,313.0,0.3376993289169885
AT,Austria,Intentional self-harm,Total,Females,2023,301.0,0.3373191532280659
AT,Austria,Intentional self-harm,Total,Males,2016,933.0,1.1608231517654963
AT,Austria,Intentional self-harm,Total,Males,2017,994.0,1.1982111214243525
AT,Austria,Intentional self-harm,Total,Males,2018,962.0,1.1526755973064295
AT,Austria,Intentional self-harm,Total,Males,2019,907.0,1.0930476385591537
AT,Austria,Intentional self-harm,Total,Males,2020,866.0,0.9520354429823116
AT,Austria,Intentional self-harm,Total,Males,2021,903.0,0.9928859665519478
AT,Austria,Intentional self-harm,Total,Males,2022,1001.0,1.079990505577973
AT,Austria,Intentional self-harm,Total,Males,2023,1044.0,1.1699707507312318
AT,Austria,Intentional self-harm,Total,Total,2016,1232.0,1.532834001045114
AT,Austria,Intentional self-harm,Total,Total,2017,1261.0,1.5200646117868293
AT,Austria,Intentional self-harm,Total,Total,2018,1228.0,1.4713987874140286
AT,Austria,Intentional self-harm,Total,Total,2019,1160.0,1.397944058135191
AT,Austria,Intentional self-harm,Total,Total,2020,1103.0,1.2125809395028746
AT,Austria,Intentional self-harm,Total,Total,2021,1129.0,1.2413823435627345
AT,Austria,Intentional self-harm,Total,Total,2022,1314.0,1.417689834494961
AT,Austria,Intentional self-harm,Total,Total,2023,1345.0,1.5072899039592975
AT,Austria,Mental and behavioural disorders,15-64,Females,2016,11.0,0.0136860178664741
AT,Austria,Mental and behavioural disorders,15-64,Females,2017,7.0,0.0084381064889038
AT,Austria,Mental and behavioural disorders,15-64,Females,2018,11.0,0.0131802822976826
AT,Austria,Mental and behavioural disorders,15-64,Females,2019,85.0,0.10243555598404391
AT,Austria,Mental and behavioural disorders,15-64,Females,2020,89.0,0.0978419797060341
AT,Austria,Mental and behavioural disorders,15-64,Females,2021,128.0,0.1407413108733657
AT,Austria,Mental and behavioural disorders,15-64,Females,2022,121.0,0.1305483028720624
AT,Austria,Mental and behavioural disorders,15-64,Females,2023,108.0,0.1210314569721961
AT,Austria,Mental and behavioural disorders,15-64,Males,2016,16.0,0.0199069350785079
AT,Austria,Mental and behavioural disorders,15-64,Males,2017,10.0,0.0120544378412912
AT,Austria,Mental and behavioural disorders,15-64,Males,2018,20.0,0.0239641496321503
AT,Austria,Mental and behavioural disorders,15-64,Males,2019,285.0,0.3434603935935597
AT,Austria,Mental and behavioural disorders,15-64,Males,2020,316.0,0.347393995360751
AT,Austria,Mental and behavioural disorders,15-64,Males,2021,363.0,0.3991335613049356
AT,Austria,Mental and behavioural disorders,15-64,Males,2022,361.0,0.3894870854282199
AT,Austria,Mental and behavioural disorders,15-64,Males,2023,335.0,0.375421648941535
AT,Austria,Mental and behavioural disorders,15-64,Total,2016,27.0,0.0335929529449821
AT,Austria,Mental and behavioural disorders,15-64,Total,2017,17.0,0.0204925443301951
AT,Austria,Mental and behavioural disorders,15-64,Total,2018,31.0,0.0371444319298329
AT,Austria,Mental and behavioural disorders,15-64,Total,2019,370.0,0.4458959495776038
AT,Austria,Mental and behavioural disorders,15-64,Total,2020,405.0,0.44523597506678514
AT,Austria,Mental and behavioural disorders,15-64,Total,2021,491.0,0.5398748721783014
AT,Austria,Mental and behavioural disorders,15-64,Total,2022,482.0,0.5200353883002825
AT,Austria,Mental and behavioural disorders,15-64,Total,2023,443.0,0.4964531059137312
AT,Austria,Mental and behavioural disorders,65,Females,2016,1095.0,1.3623808694353894
AT,Austria,Mental and behavioural disorders,65,Females,2017,1752.0,2.1119375097942306
AT,Austria,Mental and behavioural disorders,65,Females,2018,1928.0,2.310144024539289
AT,Austria,Mental and behavioural disorders,65,Females,2019,1929.0,2.3246845587437783
AT,Austria,Mental and behavioural disorders,65,Females,2020,1788.0,1.965634378813364
AT,Austria,Mental and behavioural disorders,65,Females,2021,1955.0,2.149603615292423
AT,Austria,Mental and behavioural disorders,65,Females,2022,2165.0,2.3358436009753363
AT,Austria,Mental and behavioural disorders,65,Females,2023,2381.0,2.6682953615814777
AT,Austria,Mental and behavioural disorders,65,Males,2016,665.0,0.8273819892004878
AT,Austria,Mental and behavioural disorders,65,Males,2017,905.0,1.09092662463686
AT,Austria,Mental and behavioural disorders,65,Males,2018,1069.0,1.2808837978384338
AT,Austria,Mental and behavioural disorders,65,Males,2019,1105.0,1.331662227792574
AT,Austria,Mental and behavioural disorders,65,Males,2020,1084.0,1.1916933258577664
AT,Austria,Mental and behavioural disorders,65,Males,2021,1211.0,1.331544745840984
AT,Austria,Mental and behavioural disorders,65,Males,2022,1231.0,1.3281401721942905
AT,Austria,Mental and behavioural disorders,65,Males,2023,1455.0,1.630562684208757
AT,Austria,Mental and behavioural disorders,65,Total,2016,1760.0,2.189762858635877
AT,Austria,Mental and behavioural disorders,65,Total,2017,2657.0,3.202864134431091
AT,Austria,Mental and behavioural disorders,65,Total,2018,2997.0,3.591027822377723
AT,Austria,Mental and behavioural disorders,65,Total,2019,3034.0,3.6563467865363526
AT,Austria,Mental and behavioural disorders,65,Total,2020,2872.0,3.15732770467113
AT,Austria,Mental and behavioural disorders,65,Total,2021,3166.0,3.481148361133407
AT,Austria,Mental and behavioural disorders,65,Total,2022,3396.0,3.663983773169627
AT,Austria,Mental and behavioural disorders,65,Total,2023,3836.0,4.298858045790235
AT,Austria,Mental and behavioural disorders,Total,Females,2016,1183.0,1.4718690123671834
AT,Austria,Mental and behavioural disorders,Total,Females,2017,1848.0,2.227660113070627
AT,Austria,Mental and behavioural disorders,Total,Females,2018,2029.0,2.4311629801816483
AT,Austria,Mental and behavioural disorders,Total,Females,2019,2014.0,2.4271201147278227
AT,Austria,Mental and behavioural disorders,Total,Females,2020,1877.0,2.0634763585193983
AT,Austria,Mental and behavioural disorders,Total,Females,2021,2083.0,2.290344926165789
AT,Austria,Mental and behavioural disorders,Total,Females,2022,2286.0,2.466391903847399
AT,Austria,Mental and behavioural disorders,Total,Females,2023,2489.0,2.789326818553674
AT,Austria,Mental and behavioural disorders,Total,Males,2016,956.0,1.1894393709408515
AT,Austria,Mental and behavioural disorders,Total,Males,2017,1153.0,1.3898766831008835
AT,Austria,Mental and behavioural disorders,Total,Males,2018,1373.0,1.6451388722471183
AT,Austria,Mental and behavioural disorders,Total,Males,2019,1390.0,1.675122621386134
AT,Austria,Mental and behavioural disorders,Total,Males,2020,1400.0,1.5390873212185174
AT,Austria,Mental and behavioural disorders,Total,Males,2021,1574.0,1.7306783071459202
AT,Austria,Mental and behavioural disorders,Total,Males,2022,1592.0,1.7176272576225105
AT,Austria,Mental and behavioural disorders,Total,Males,2023,1790.0,2.005984333150292
AT,Austria,Mental and behavioural disorders,Total,Total,2016,2139.0,2.661308383308035
AT,Austria,Mental and behavioural disorders,Total,Total,2017,3001.0,3.6175367961715104
AT,Austria,Mental and behavioural disorders,Total,Total,2018,3402.0,4.076301852428767
AT,Austria,Mental and behavioural disorders,Total,Total,2019,3404.0,4.102242736113956
AT,Austria,Mental and behavioural disorders,Total,Total,2020,3277.0,3.602563679737916
AT,Austria,Mental and behavioural disorders,Total,Total,2021,3657.0,4.021023233311709
AT,Austria,Mental and behavioural disorders,Total,Total,2022,3878.0,4.184019161469909
AT,Austria,Mental and behavioural disorders,Total,Total,2023,4279.0,4.795311151703966
AT,Austria,Total,15-64,Females,2016,346.0,0.4304874710727349
AT,Austria,Total,15-64,Females,2017,329.0,0.3965910049784827
AT,Austria,Total,15-64,Females,2018,291.0,0.34867837714778693
AT,Austria,Total,15-64,Females,2019,4359.0,5.253136335699393
AT,Austria,Total,15-64,Females,2020,4461.0,4.904191814254148
AT,Austria,Total,15-64,Females,2021,4517.0,4.9666289157421355
AT,Austria,Total,15-64,Females,2022,4528.0,4.8853116975595015
AT,Austria,Total,15-64,Females,2023,4380.0,4.908497977205743
AT,Austria,Total,15-64,Males,2016,650.0,0.8087192375643866
AT,Austria,Total,15-64,Males,2017,637.0,0.767867690490254
AT,Austria,Total,15-64,Males,2018,626.0,0.7500778834863044
AT,Austria,Total,15-64,Males,2019,8071.0,9.726557321732004
AT,Austria,Total,15-64,Males,2020,8482.0,9.324670470411046
AT,Austria,Total,15-64,Males,2021,9019.0,9.9167647091163
AT,Austria,Total,15-64,Males,2022,8733.0,9.422134950262175
AT,Austria,Total,15-64,Males,2023,8528.0,9.557002454248988
AT,Austria,Total,15-64,Total,2016,996.0,1.2392067086371215
AT,Austria,Total,15-64,Total,2017,966.0,1.1644586954687368
AT,Austria,Total,15-64,Total,2018,917.0,1.0987562606340915
AT,Austria,Total,15-64,Total,2019,12430.0,14.979693657431397
AT,Austria,Total,15-64,Total,2020,12943.0,14.228862284665192
AT,Austria,Total,15-64,Total,2021,13536.0,14.883393624858435
AT,Austria,Total,15-64,Total,2022,13261.0,14.307446647821678
AT,Austria,Total,15-64,Total,2023,12908.0,14.46550043145473
AT,Austria,Total,65,Females,2016,37128.0,46.19404284967776
AT,Austria,Total,65,Females,2017,38892.0,46.88211965235001
AT,Austria,Total,65,Females,2018,38439.0,46.05789738551128
AT,Austria,Total,65,Females,2019,38095.0,45.90920594367249
AT,Austria,Total,65,Females,2020,41538.0,45.66472082055341
AT,Austria,Total,65,Females,2021,40993.0,45.0735043486866
AT,Austria,Total,65,Females,2022,42045.0,45.36283796905681
AT,Austria,Total,65,Females,2023,40048.0,44.88025730391223
AT,Austria,Total,65,Males,2016,30644.0,38.1267574091124
AT,Austria,Total,65,Males,2017,31507.0,37.97991730655641
AT,Austria,Total,65,Males,2018,32289.0,38.68892137362506
AT,Austria,Total,65,Males,2019,32454.0,39.111100398896106
AT,Austria,Total,65,Males,2020,36482.0,40.1064168947814
AT,Austria,Total,65,Males,2021,36418.0,40.04310202645497
AT,Austria,Total,65,Males,2022,37380.0,40.3297153831215
AT,Austria,Total,65,Males,2023,36277.0,40.65424226463304
AT,Austria,Total,65,Total,2016,67772.0,84.32080025879016
AT,Austria,Total,65,Total,2017,70399.0,84.86203695890642
AT,Austria,Total,65,Total,2018,70728.0,84.74681875913633
AT,Austria,Total,65,Total,2019,70549.0,85.0203063425686
AT,Austria,Total,65,Total,2020,78020.0,85.77113771533482
AT,Austria,Total,65,Total,2021,77411.0,85.11660637514157
AT,Austria,Total,65,Total,2022,79425.0,85.69255335217832
AT,Austria,Total,65,Total,2023,76325.0,85.53449956854526
AT,Austria,Total,Total,Females,2016,41579.0,51.73190335183019
AT,Austria,Total,Total,Females,2017,43274.0,52.16437431440385
AT,Austria,Total,Total,Females,2018,42902.0,51.40549737592561
AT,Austria,Total,Total,Females,2019,42454.0,51.162342279371885
AT,Austria,Total,Total,Females,2020,45999.0,50.56891263480756
AT,Austria,Total,Total,Females,2021,45510.0,50.04013326442873
AT,Austria,Total,Total,Females,2022,46573.0,50.24814966661632
AT,Austria,Total,Total,Females,2023,44428.0,49.78875528111797
AT,Austria,Total,Total,Males,2016,38795.0,48.26809664816981
AT,Austria,Total,Total,Males,2017,39683.0,47.83562568559615
AT,Austria,Total,Total,Males,2018,40556.0,48.59450262407439
AT,Austria,Total,Total,Males,2019,40525.0,48.83765772062811
AT,Austria,Total,Total,Males,2020,44964.0,49.43108736519244
AT,Austria,Total,Total,Males,2021,45437.0,49.95986673557127
AT,Austria,Total,Total,Males,2022,46113.0,49.751850333383686
AT,Austria,Total,Total,Males,2023,44805.0,50.21124471888203
AT,Austria,Total,Total,Total,2016,80374.0,100.0
AT,Austria,Total,Total,Total,2017,82957.0,100.0
AT,Austria,Total,Total,Total,2018,83458.0,100.0
AT,Austria,Total,Total,Total,2019,82979.0,100.0
AT,Austria,Total,Total,Total,2020,90963.0,100.0
AT,Austria,Total,Total,Total,2021,90947.0,100.0
AT,Austria,Total,Total,Total,2022,92686.0,100.0
AT,Austria,Total,Total,Total,2023,89233.0,100.0
AT,Austria,Use of alcohol,15-64,Females,2016,0.0,0.0
AT,Austria,Use of alcohol,15-64,Females,2017,0.0,0.0
AT,Austria,Use of alcohol,15-64,Females,2018,0.0,0.0
AT,Austria,Use of alcohol,15-64,Females,2019,46.0,0.0554357126501884
AT,Austria,Use of alcohol,15-64,Females,2020,38.0,0.0417752272902168
AT,Austria,Use of alcohol,15-64,Females,2021,59.0,0.06487294798069179
AT,Austria,Use of alcohol,15-64,Females,2022,50.0,0.0539455796991993
AT,Austria,Use of alcohol,15-64,Females,2023,45.0,0.0504297737384151
AT,Austria,Use of alcohol,15-64,Males,2016,1.0,0.0012441834424067
AT,Austria,Use of alcohol,15-64,Males,2017,0.0,0.0
AT,Austria,Use of alcohol,15-64,Males,2018,1.0,0.0011982074816075
AT,Austria,Use of alcohol,15-64,Males,2019,191.0,0.2301787199170873
AT,Austria,Use of alcohol,15-64,Males,2020,223.0,0.24515462330837798
AT,Austria,Use of alcohol,15-64,Males,2021,246.0,0.2704872068347498
AT,Austria,Use of alcohol,15-64,Males,2022,250.0,0.2697278984959971
AT,Austria,Use of alcohol,15-64,Males,2023,236.0,0.2644761467170217
AT,Austria,Use of alcohol,15-64,Total,2016,1.0,0.0012441834424067
AT,Austria,Use of alcohol,15-64,Total,2017,0.0,0.0
AT,Austria,Use of alcohol,15-64,Total,2018,1.0,0.0011982074816075
AT,Austria,Use of alcohol,15-64,Total,2019,237.0,0.28561443256727603
AT,Austria,Use of alcohol,15-64,Total,2020,261.0,0.2869298505985949
AT,Austria,Use of alcohol,15-64,Total,2021,305.0,0.3353601548154418
AT,Austria,Use of alcohol,15-64,Total,2022,300.0,0.3236734781951966
AT,Austria,Use of alcohol,15-64,Total,2023,281.0,0.3149059204554368
AT,Austria,Use of alcohol,65,Females,2016,52.0,0.0646975390051509
AT,Austria,Use of alcohol,65,Females,2017,61.0,0.0735320708318767
AT,Austria,Use of alcohol,65,Females,2018,82.0,0.0982530134918162
AT,Austria,Use of alcohol,65,Females,2019,58.0,0.0698972029067595
