sex,age,icd10,resid,country,2016,2017,2018,2019,2020,2021,2022,2023
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Malta,,0.0,2.0,0.0,0.0,1.0,2.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Netherlands,126.0,120.0,126.0,115.0,105.0,115.0,123.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Norway,24.0,28.0,35.0,21.0,29.0,35.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Poland,372.0,419.0,410.0,484.0,575.0,420.0,474.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Portugal,11.0,14.0,8.0,12.0,15.0,11.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Romania,40.0,34.0,25.0,44.0,41.0,31.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Serbia,18.0,18.0,21.0,24.0,22.0,18.0,52.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Sweden,44.0,64.0,48.0,59.0,66.0,76.0,66.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Slovenia,39.0,63.0,63.0,67.0,63.0,66.0,82.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Slovakia,20.0,22.0,17.0,35.0,14.0,13.0,14.0,6.0
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,Türkiye,1.0,1.0,1.0,2.0,0.0,2.0,0.0,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths reported in the country,United Kingdom,251.0,288.0,310.0,,,,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Austria,87.0,105.0,123.0,106.0,107.0,141.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Belgium,98.0,112.0,88.0,92.0,111.0,79.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Bulgaria,1.0,3.0,3.0,3.0,6.0,9.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Switzerland,52.0,48.0,62.0,44.0,58.0,42.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Cyprus,,0.0,2.0,1.0,1.0,1.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Czechia,22.0,23.0,25.0,33.0,39.0,37.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Germany,1143.0,1081.0,1111.0,1046.0,1163.0,1123.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Denmark,165.0,126.0,105.0,105.0,119.0,115.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Estonia,9.0,9.0,6.0,6.0,21.0,12.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Greece,4.0,7.0,5.0,3.0,12.0,5.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Spain,33.0,34.0,29.0,18.0,29.0,26.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),2944.0,2910.0,2958.0,2978.0,3143.0,3021.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),3194.0,3197.0,3268.0,,,,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Finland,42.0,46.0,51.0,50.0,42.0,42.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,France,539.0,480.0,548.0,511.0,423.0,492.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Croatia,22.0,22.0,17.0,42.0,37.0,29.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Hungary,52.0,51.0,66.0,70.0,64.0,59.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Ireland,6.0,7.0,1.0,4.0,6.0,6.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Iceland,3.0,1.0,0.0,2.0,0.0,1.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Italy,42.0,38.0,46.0,47.0,48.0,55.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Lithuania,2.0,3.0,1.0,2.0,4.0,4.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Luxembourg,5.0,9.0,9.0,6.0,9.0,4.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Latvia,16.0,19.0,21.0,17.0,22.0,51.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Malta,,0.0,1.0,0.0,0.0,1.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Netherlands,125.0,119.0,127.0,114.0,104.0,112.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Norway,24.0,28.0,35.0,21.0,29.0,35.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Poland,377.0,419.0,412.0,484.0,577.0,421.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Portugal,11.0,14.0,8.0,12.0,15.0,11.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Romania,40.0,34.0,25.0,44.0,41.0,31.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Serbia,18.0,18.0,21.0,24.0,22.0,18.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Sweden,44.0,64.0,48.0,59.0,66.0,76.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Slovenia,39.0,63.0,63.0,67.0,63.0,66.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Slovakia,20.0,22.0,17.0,36.0,14.0,13.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,Türkiye,1.0,1.0,1.0,2.0,0.0,2.0,,
Females,Total,Mental and behavioural disorders due to use of alcohol,All deaths of residents in or outside their home country,United Kingdom,250.0,287.0,310.0,,,,,
Females,Total,Total,All deaths reported in the country,Austria,41579.0,43274.0,42902.0,42454.0,45999.0,45510.0,46573.0,44428.0
Females,Total,Total,All deaths reported in the country,Belgium,54778.0,55373.0,56583.0,55564.0,64716.0,55494.0,59494.0,
Females,Total,Total,All deaths reported in the country,Bulgaria,50998.0,52475.0,51583.0,51331.0,58077.0,70740.0,56084.0,
Females,Total,Total,All deaths reported in the country,Switzerland,33986.0,34806.0,34994.0,35381.0,38931.0,36452.0,38449.0,
Females,Total,Total,All deaths reported in the country,Cyprus,2561.0,2910.0,2792.0,2985.0,3083.0,3423.0,3522.0,
Females,Total,Total,All deaths reported in the country,Czechia,52930.0,54975.0,55645.0,55052.0,62774.0,66412.0,59022.0,54796.0
Females,Total,Total,All deaths reported in the country,Germany,463486.0,475322.0,485711.0,474536.0,493503.0,508858.0,534991.0,
Females,Total,Total,All deaths reported in the country,Denmark,26355.0,26366.0,27181.0,26461.0,26647.0,27973.0,29038.0,
Females,Total,Total,All deaths reported in the country,Estonia,8007.0,8158.0,8269.0,8068.0,8299.0,9683.0,9048.0,
Females,Total,Total,All deaths reported in the country,Greece,58320.0,61341.0,58919.0,61887.0,64868.0,70514.0,70023.0,
Females,Total,Total,All deaths reported in the country,Spain,201618.0,210287.0,211279.0,206020.0,244112.0,219334.0,230055.0,215382.0
Females,Total,Total,All deaths reported in the country,European Union - 27 countries (from 2020),2271196.0,2347726.0,2356269.0,2334924.0,2577449.0,2621093.0,,
Females,Total,Total,All deaths reported in the country,European Union - 28 countries (2013-2020),2577499.0,2657208.0,2665078.0,,,,,
Females,Total,Total,All deaths reported in the country,Finland,26981.0,26768.0,27307.0,26841.0,27511.0,28460.0,31448.0,
Females,Total,Total,All deaths reported in the country,France,296856.0,305360.0,306017.0,308493.0,333966.0,328009.0,338849.0,
Females,Total,Total,All deaths reported in the country,Metropolitan France,290914.0,299356.0,299961.0,302047.0,327293.0,319852.0,330925.0,
Females,Total,Total,All deaths reported in the country,Croatia,26397.0,27817.0,26985.0,26692.0,29164.0,31826.0,29350.0,
Females,Total,Total,All deaths reported in the country,Hungary,64395.0,67649.0,67029.0,66760.0,72341.0,78522.0,69697.0,
Females,Total,Total,All deaths reported in the country,Ireland,15047.0,14929.0,15095.0,14912.0,15805.0,16548.0,17251.0,
Females,Total,Total,All deaths reported in the country,Iceland,1099.0,1098.0,1096.0,1102.0,1130.0,1138.0,1311.0,
Females,Total,Total,All deaths reported in the country,Italy,320418.0,340023.0,329961.0,333897.0,383662.0,363626.0,375789.0,
Females,Total,Total,All deaths reported in the country,Liechtenstein,94.0,97.0,96.0,86.0,111.0,92.0,98.0,70.0
Females,Total,Total,All deaths reported in the country,Lithuania,20611.0,20668.0,20376.0,19615.0,22065.0,24665.0,22312.0,
Females,Total,Total,All deaths reported in the country,Luxembourg,1951.0,2075.0,2043.0,2034.0,2181.0,2132.0,2129.0,
Females,Total,Total,All deaths reported in the country,Latvia,14935.0,15063.0,15174.0,14666.0,15286.0,18281.0,,
Females,Total,Total,All deaths reported in the country,Malta,1709.0,1762.0,1838.0,1827.0,1973.0,2084.0,2060.0,
Females,Total,Total,All deaths reported in the country,Netherlands,76496.0,77247.0,78553.0,77123.0,84156.0,84779.0,85925.0,
Females,Total,Total,All deaths reported in the country,Norway,20926.0,21006.0,20795.0,20513.0,20330.0,21051.0,,
Females,Total,Total,All deaths reported in the country,Poland,186068.0,195391.0,200762.0,198530.0,227789.0,251072.0,219042.0,
Females,Total,Total,All deaths reported in the country,Portugal,55105.0,54789.0,56475.0,56120.0,62071.0,62213.0,,
Females,Total,Total,All deaths reported in the country,Romania,121895.0,124252.0,124638.0,122556.0,137920.0,159038.0,,
Females,Total,Total,All deaths reported in the country,Serbia,50002.0,51813.0,50533.0,50019.0,56252.0,66470.0,54064.0,
Females,Total,Total,All deaths reported in the country,Sweden,46305.0,46930.0,46582.0,44576.0,48879.0,45264.0,47035.0,
Females,Total,Total,All deaths reported in the country,Slovenia,9949.0,10244.0,10199.0,10266.0,12091.0,11232.0,11201.0,
Females,Total,Total,All deaths reported in the country,Slovakia,25446.0,26278.0,26371.0,25658.0,28511.0,35401.0,28658.0,26067.0
Females,Total,Total,All deaths reported in the country,Türkiye,191170.0,192744.0,192125.0,196401.0,222210.0,255222.0,228297.0,
Females,Total,Total,All deaths reported in the country,United Kingdom,306303.0,309482.0,308809.0,,,,,
Females,Total,Total,All deaths of residents in or outside their home country,Austria,41241.0,42965.0,42654.0,42185.0,45759.0,45278.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Belgium,54498.0,55572.0,56271.0,55271.0,64400.0,55241.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Bulgaria,51037.0,52500.0,51530.0,51303.0,58044.0,70689.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Switzerland,33630.0,34450.0,34625.0,34927.0,38518.0,35994.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Cyprus,2545.0,2866.0,2758.0,2948.0,3072.0,3405.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Czechia,52747.0,54880.0,55513.0,54896.0,62600.0,66201.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Germany,463570.0,475815.0,485804.0,474622.0,493514.0,508939.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Denmark,26354.0,26366.0,27186.0,26495.0,26651.0,27995.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Estonia,7999.0,8155.0,8264.0,8065.0,8294.0,9678.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Greece,58126.0,61174.0,58710.0,61646.0,64797.0,70342.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Spain,201005.0,209614.0,210604.0,205309.0,243792.0,218973.0,,
Females,Total,Total,All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),2268488.0,2345651.0,2353296.0,2331481.0,2574953.0,2618869.0,,
Females,Total,Total,All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),2574877.0,2655266.0,2662163.0,,,,,
Females,Total,Total,All deaths of residents in or outside their home country,Finland,26976.0,26768.0,27298.0,26830.0,27497.0,28455.0,,
Females,Total,Total,All deaths of residents in or outside their home country,France,296739.0,305077.0,305716.0,308213.0,333772.0,327870.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Croatia,26232.0,27651.0,26766.0,26459.0,28963.0,31596.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Hungary,64348.0,67546.0,66959.0,66700.0,72283.0,78397.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Ireland,15064.0,14903.0,15072.0,14874.0,15785.0,16517.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Iceland,1104.0,1101.0,1101.0,1111.0,1133.0,1142.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Italy,319270.0,338862.0,328909.0,332606.0,382522.0,362906.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Liechtenstein,127.0,121.0,129.0,129.0,154.0,129.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Lithuania,20620.0,20673.0,20384.0,19611.0,22064.0,24646.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Luxembourg,1953.0,2066.0,2042.0,2030.0,2177.0,2117.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Latvia,14932.0,15050.0,15171.0,14663.0,15289.0,18281.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Malta,1698.0,1755.0,1814.0,1817.0,1966.0,2078.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Netherlands,76483.0,77200.0,78511.0,77107.0,84064.0,84732.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Norway,20927.0,21025.0,20821.0,20524.0,20320.0,21039.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Poland,186106.0,195421.0,200822.0,198506.0,227833.0,251103.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Portugal,55025.0,54737.0,56383.0,56028.0,62048.0,62174.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Romania,122039.0,124444.0,124828.0,122681.0,138101.0,159255.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Serbia,50063.0,51864.0,50586.0,50079.0,56304.0,66523.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Sweden,46359.0,46942.0,46593.0,44554.0,48908.0,45226.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Slovenia,9987.0,10316.0,10286.0,10345.0,12177.0,11292.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Slovakia,25535.0,26333.0,26448.0,25717.0,28581.0,35483.0,,
Females,Total,Total,All deaths of residents in or outside their home country,Türkiye,187147.0,187784.0,192180.0,196453.0,222248.0,255255.0,,
Females,Total,Total,All deaths of residents in or outside their home country,United Kingdom,306389.0,309615.0,308867.0,,,,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Austria,25.0,30.0,39.0,30.0,49.0,45.0,34.0,34.0
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Belgium,9.0,7.0,4.0,7.0,8.0,19.0,13.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Bulgaria,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Switzerland,22.0,16.0,21.0,21.0,15.0,21.0,28.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Cyprus,,0.0,1.0,1.0,0.0,0.0,0.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Czechia,2.0,4.0,3.0,3.0,3.0,6.0,7.0,3.0
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Germany,179.0,137.0,167.0,155.0,143.0,142.0,159.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Denmark,10.0,10.0,6.0,6.0,10.0,4.0,7.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Estonia,,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Greece,,0.0,0.0,3.0,2.0,2.0,3.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Spain,2.0,2.0,5.0,3.0,4.0,6.0,5.0,5.0
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,European Union - 27 countries (from 2020),310.0,271.0,336.0,315.0,334.0,345.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,European Union - 28 countries (2013-2020),350.0,315.0,376.0,,,,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Finland,9.0,7.0,8.0,11.0,10.0,18.0,7.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,France,38.0,32.0,40.0,34.0,44.0,36.0,55.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Metropolitan France,37.0,31.0,39.0,34.0,42.0,35.0,55.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Croatia,3.0,1.0,4.0,6.0,8.0,5.0,5.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Hungary,,1.0,2.0,1.0,2.0,2.0,2.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Ireland,,0.0,1.0,0.0,4.0,1.0,2.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Iceland,,0.0,3.0,1.0,2.0,0.0,0.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Italy,14.0,17.0,25.0,32.0,23.0,26.0,31.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Liechtenstein,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Lithuania,1.0,3.0,0.0,0.0,1.0,1.0,1.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Luxembourg,1.0,1.0,1.0,0.0,1.0,2.0,1.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Latvia,,0.0,1.0,1.0,0.0,1.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Malta,,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Netherlands,6.0,11.0,10.0,7.0,10.0,12.0,15.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Norway,8.0,4.0,1.0,5.0,11.0,8.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Poland,4.0,2.0,5.0,3.0,5.0,8.0,11.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Portugal,,1.0,3.0,5.0,0.0,2.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Romania,,1.0,0.0,2.0,0.0,3.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Serbia,3.0,0.0,1.0,1.0,2.0,10.0,5.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Sweden,4.0,1.0,6.0,5.0,2.0,1.0,6.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Slovenia,1.0,1.0,4.0,0.0,5.0,2.0,6.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Slovakia,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,Türkiye,,0.0,3.0,0.0,0.0,1.0,0.0,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths reported in the country,United Kingdom,40.0,44.0,40.0,,,,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Austria,22.0,30.0,34.0,29.0,47.0,44.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Belgium,9.0,7.0,4.0,7.0,8.0,18.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Bulgaria,2.0,0.0,0.0,0.0,1.0,0.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Switzerland,22.0,17.0,19.0,21.0,15.0,21.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Cyprus,,0.0,1.0,1.0,0.0,0.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Czechia,2.0,4.0,3.0,3.0,3.0,6.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Germany,178.0,137.0,170.0,155.0,143.0,142.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Denmark,10.0,10.0,6.0,6.0,10.0,4.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Estonia,,0.0,0.0,0.0,0.0,0.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Greece,,0.0,0.0,3.0,2.0,2.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Spain,2.0,2.0,5.0,3.0,4.0,6.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,European Union - 27 countries (from 2020),305.0,270.0,335.0,313.0,332.0,343.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,European Union - 28 countries (2013-2020),345.0,314.0,375.0,,,,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Finland,9.0,7.0,8.0,11.0,10.0,18.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,France,37.0,31.0,40.0,34.0,43.0,36.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Croatia,3.0,1.0,4.0,6.0,8.0,5.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Hungary,,1.0,2.0,1.0,2.0,2.0,,
Females,Total,"Drug dependence, toxicomania (F11-F16, F18-F19)",All deaths of residents in or outside their home country,Ireland,,0.0,1.0,0.0,4.0,1.0,,
