ISO2,country,cause,age,sex,year,deaths,percentage
AT,Austria,Total,65,Total,2016,67772.0,84.32080025879016
AT,Austria,Total,15-29,Females,2016,156.0,0.1940926170154527
AT,Austria,Total,15-29,Males,2016,434.0,0.5399756140045289
AT,Austria,Total,15-29,Total,2016,590.0,0.7340682310199815
AT,Austria,Total,30-44,Females,2016,,
AT,Austria,Total,30-44,Males,2016,,
AT,Austria,Total,30-44,Total,2016,,
AT,Austria,Total,45-64,Females,2016,,
AT,Austria,Total,45-64,Males,2016,,
AT,Austria,Total,45-64,Total,2016,,
AT,Austria,Total,15,Females,2016,190.0,0.2363948540572822
AT,Austria,Total,15,Males,2016,216.0,0.2687436235598577
AT,Austria,Total,15,Total,2016,406.0,0.5051384776171399
AT,Austria,Total,Total,Females,2016,41579.0,51.73190335183019
AT,Austria,Total,Total,Males,2016,38795.0,48.26809664816981
AT,Austria,Total,Total,Total,2016,80374.0,100.0
AT,Austria,Use of alcohol,65,Females,2016,52.0,0.0646975390051509
AT,Austria,Use of alcohol,65,Males,2016,199.0,0.2475925050389429
AT,Austria,Use of alcohol,65,Total,2016,251.0,0.3122900440440939
AT,Austria,Use of alcohol,15-29,Females,2016,0.0,0.0
AT,Austria,Use of alcohol,15-29,Males,2016,1.0,0.0012441834424067
AT,Austria,Use of alcohol,15-29,Total,2016,1.0,0.0012441834424067
AT,Austria,Use of alcohol,30-44,Females,2016,,
AT,Austria,Use of alcohol,30-44,Males,2016,,
AT,Austria,Use of alcohol,30-44,Total,2016,,
AT,Austria,Use of alcohol,45-64,Females,2016,,
AT,Austria,Use of alcohol,45-64,Males,2016,,
AT,Austria,Use of alcohol,45-64,Total,2016,,
AT,Austria,Use of alcohol,15,Females,2016,0.0,0.0
AT,Austria,Use of alcohol,15,Males,2016,0.0,0.0
AT,Austria,Use of alcohol,15,Total,2016,0.0,0.0
AT,Austria,Use of alcohol,Total,Females,2016,87.0,0.1082439594893871
AT,Austria,Use of alcohol,Total,Males,2016,412.0,0.5126035782715804
AT,Austria,Use of alcohol,Total,Total,2016,499.0,0.6208475377609675
AT,Austria,COVID-19,65,Females,2017,0.0,0.0
AT,Austria,COVID-19,65,Males,2017,0.0,0.0
AT,Austria,COVID-19,65,Total,2017,0.0,0.0
AT,Austria,COVID-19,15-29,Females,2017,0.0,0.0
AT,Austria,COVID-19,15-29,Males,2017,0.0,0.0
AT,Austria,COVID-19,15-29,Total,2017,0.0,0.0
AT,Austria,COVID-19,30-44,Females,2017,0.0,0.0
AT,Austria,COVID-19,30-44,Males,2017,0.0,0.0
AT,Austria,COVID-19,30-44,Total,2017,0.0,0.0
AT,Austria,COVID-19,45-64,Females,2017,0.0,0.0
AT,Austria,COVID-19,45-64,Males,2017,0.0,0.0
AT,Austria,COVID-19,45-64,Total,2017,0.0,0.0
AT,Austria,COVID-19,15,Females,2017,0.0,0.0
AT,Austria,COVID-19,15,Males,2017,0.0,0.0
AT,Austria,COVID-19,15,Total,2017,0.0,0.0
AT,Austria,COVID-19,Total,Females,2017,0.0,0.0
AT,Austria,COVID-19,Total,Males,2017,0.0,0.0
AT,Austria,COVID-19,Total,Total,2017,0.0,0.0
AT,Austria,Drug dependence,65,Females,2017,6.0,0.0072326627047747
AT,Austria,Drug dependence,65,Males,2017,3.0,0.0036163313523873
AT,Austria,Drug dependence,65,Total,2017,9.0,0.0108489940571621
AT,Austria,Drug dependence,15-29,Females,2017,1.0,0.0012054437841291
AT,Austria,Drug dependence,15-29,Males,2017,10.0,0.0120544378412912
AT,Austria,Drug dependence,15-29,Total,2017,11.0,0.0132598816254203
AT,Austria,Drug dependence,30-44,Females,2017,,
AT,Austria,Drug dependence,30-44,Males,2017,,
AT,Austria,Drug dependence,30-44,Total,2017,,
AT,Austria,Drug dependence,45-64,Females,2017,,
AT,Austria,Drug dependence,45-64,Males,2017,,
AT,Austria,Drug dependence,45-64,Total,2017,,
AT,Austria,Drug dependence,15,Females,2017,0.0,0.0
AT,Austria,Drug dependence,15,Males,2017,0.0,0.0
AT,Austria,Drug dependence,15,Total,2017,0.0,0.0
AT,Austria,Drug dependence,Total,Females,2017,30.0,0.0361633135238738
AT,Austria,Drug dependence,Total,Males,2017,69.0,0.0831756211049097
AT,Austria,Drug dependence,Total,Total,2017,99.0,0.1193389346287835
AT,Austria,Intentional self-harm,65,Females,2017,100.0,0.1205443784129127
AT,Austria,Intentional self-harm,65,Males,2017,394.0,0.4749448509468761
AT,Austria,Intentional self-harm,65,Total,2017,494.0,0.5954892293597888
AT,Austria,Intentional self-harm,15-29,Females,2017,28.0,0.0337524259556155
AT,Austria,Intentional self-harm,15-29,Males,2017,110.0,0.132598816254204
AT,Austria,Intentional self-harm,15-29,Total,2017,138.0,0.1663512422098195
AT,Austria,Intentional self-harm,30-44,Females,2017,,
AT,Austria,Intentional self-harm,30-44,Males,2017,,
AT,Austria,Intentional self-harm,30-44,Total,2017,,
AT,Austria,Intentional self-harm,45-64,Females,2017,,
AT,Austria,Intentional self-harm,45-64,Males,2017,,
AT,Austria,Intentional self-harm,45-64,Total,2017,,
AT,Austria,Intentional self-harm,15,Females,2017,2.0,0.0024108875682582
AT,Austria,Intentional self-harm,15,Males,2017,3.0,0.0036163313523873
AT,Austria,Intentional self-harm,15,Total,2017,5.0,0.0060272189206456
AT,Austria,Intentional self-harm,Total,Females,2017,267.0,0.3218534903624769
AT,Austria,Intentional self-harm,Total,Males,2017,994.0,1.1982111214243525
AT,Austria,Intentional self-harm,Total,Total,2017,1261.0,1.5200646117868293
AT,Austria,Mental and behavioural disorders,65,Females,2017,1752.0,2.1119375097942306
AT,Austria,Mental and behavioural disorders,65,Males,2017,905.0,1.09092662463686
AT,Austria,Mental and behavioural disorders,65,Total,2017,2657.0,3.202864134431091
AT,Austria,Mental and behavioural disorders,15-29,Females,2017,7.0,0.0084381064889038
AT,Austria,Mental and behavioural disorders,15-29,Males,2017,10.0,0.0120544378412912
AT,Austria,Mental and behavioural disorders,15-29,Total,2017,17.0,0.0204925443301951
AT,Austria,Mental and behavioural disorders,30-44,Females,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,30-44,Males,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,30-44,Total,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Females,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Males,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Total,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Females,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Males,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Total,2017,0.0,0.0
AT,Austria,Mental and behavioural disorders,Total,Females,2017,1848.0,2.227660113070627
AT,Austria,Mental and behavioural disorders,Total,Males,2017,1153.0,1.3898766831008835
AT,Austria,Mental and behavioural disorders,Total,Total,2017,3001.0,3.6175367961715104
AT,Austria,Total,65,Females,2017,38892.0,46.88211965235001
AT,Austria,Total,65,Males,2017,31507.0,37.97991730655641
AT,Austria,Total,65,Total,2017,70399.0,84.86203695890642
AT,Austria,Total,15-29,Females,2017,150.0,0.180816567619369
AT,Austria,Total,15-29,Males,2017,417.0,0.502670057981846
AT,Austria,Total,15-29,Total,2017,567.0,0.6834866256012151
AT,Austria,Total,30-44,Females,2017,,
AT,Austria,Total,30-44,Males,2017,,
AT,Austria,Total,30-44,Total,2017,,
AT,Austria,Total,45-64,Females,2017,,
AT,Austria,Total,45-64,Males,2017,,
AT,Austria,Total,45-64,Total,2017,,
AT,Austria,Total,15,Females,2017,179.0,0.2157744373591137
AT,Austria,Total,15,Males,2017,220.0,0.265197632508408
AT,Austria,Total,15,Total,2017,399.0,0.4809720698675217
AT,Austria,Total,Total,Females,2017,43274.0,52.16437431440385
AT,Austria,Total,Total,Males,2017,39683.0,47.83562568559615
AT,Austria,Total,Total,Total,2017,82957.0,100.0
AT,Austria,Use of alcohol,65,Females,2017,61.0,0.0735320708318767
AT,Austria,Use of alcohol,65,Males,2017,225.0,0.2712248514290536
AT,Austria,Use of alcohol,65,Total,2017,286.0,0.3447569222609303
AT,Austria,Use of alcohol,15-29,Females,2017,0.0,0.0
AT,Austria,Use of alcohol,15-29,Males,2017,0.0,0.0
AT,Austria,Use of alcohol,15-29,Total,2017,0.0,0.0
AT,Austria,Use of alcohol,30-44,Females,2017,,
AT,Austria,Use of alcohol,30-44,Males,2017,,
AT,Austria,Use of alcohol,30-44,Total,2017,,
AT,Austria,Use of alcohol,45-64,Females,2017,,
AT,Austria,Use of alcohol,45-64,Males,2017,,
AT,Austria,Use of alcohol,45-64,Total,2017,,
AT,Austria,Use of alcohol,15,Females,2017,0.0,0.0
AT,Austria,Use of alcohol,15,Males,2017,0.0,0.0
AT,Austria,Use of alcohol,15,Total,2017,0.0,0.0
AT,Austria,Use of alcohol,Total,Females,2017,104.0,0.1253661535494292
AT,Austria,Use of alcohol,Total,Males,2017,397.0,0.4785611822992635
AT,Austria,Use of alcohol,Total,Total,2017,501.0,0.6039273358486927
AT,Austria,COVID-19,65,Females,2018,0.0,0.0
AT,Austria,COVID-19,65,Males,2018,0.0,0.0
AT,Austria,COVID-19,65,Total,2018,0.0,0.0
AT,Austria,COVID-19,15-29,Females,2018,0.0,0.0
AT,Austria,COVID-19,15-29,Males,2018,0.0,0.0
AT,Austria,COVID-19,15-29,Total,2018,0.0,0.0
AT,Austria,COVID-19,30-44,Females,2018,0.0,0.0
AT,Austria,COVID-19,30-44,Males,2018,0.0,0.0
AT,Austria,COVID-19,30-44,Total,2018,0.0,0.0
AT,Austria,COVID-19,45-64,Females,2018,0.0,0.0
AT,Austria,COVID-19,45-64,Males,2018,0.0,0.0
AT,Austria,COVID-19,45-64,Total,2018,0.0,0.0
AT,Austria,COVID-19,15,Females,2018,0.0,0.0
AT,Austria,COVID-19,15,Males,2018,0.0,0.0
AT,Austria,COVID-19,15,Total,2018,0.0,0.0
AT,Austria,COVID-19,Total,Females,2018,0.0,0.0
AT,Austria,COVID-19,Total,Males,2018,0.0,0.0
AT,Austria,COVID-19,Total,Total,2018,0.0,0.0
AT,Austria,Drug dependence,65,Females,2018,4.0,0.00479282992643
AT,Austria,Drug dependence,65,Males,2018,6.0,0.007189244889645
AT,Austria,Drug dependence,65,Total,2018,10.0,0.0119820748160751
AT,Austria,Drug dependence,15-29,Females,2018,3.0,0.0035946224448225
AT,Austria,Drug dependence,15-29,Males,2018,19.0,0.0227659421505427
AT,Austria,Drug dependence,15-29,Total,2018,22.0,0.0263605645953653
AT,Austria,Drug dependence,30-44,Females,2018,0.0,0.0
AT,Austria,Drug dependence,30-44,Males,2018,0.0,0.0
AT,Austria,Drug dependence,30-44,Total,2018,0.0,0.0
AT,Austria,Drug dependence,45-64,Females,2018,0.0,0.0
AT,Austria,Drug dependence,45-64,Males,2018,0.0,0.0
AT,Austria,Drug dependence,45-64,Total,2018,0.0,0.0
AT,Austria,Drug dependence,15,Females,2018,0.0,0.0
AT,Austria,Drug dependence,15,Males,2018,0.0,0.0
AT,Austria,Drug dependence,15,Total,2018,0.0,0.0
AT,Austria,Drug dependence,Total,Females,2018,39.0,0.046730091782693
AT,Austria,Drug dependence,Total,Males,2018,87.0,0.1042440508998538
AT,Austria,Drug dependence,Total,Total,2018,126.0,0.1509741426825469
AT,Austria,Intentional self-harm,65,Females,2018,108.0,0.1294064080136116
AT,Austria,Intentional self-harm,65,Males,2018,386.0,0.4625080879005008
AT,Austria,Intentional self-harm,65,Total,2018,494.0,0.5919144959141125
AT,Austria,Intentional self-harm,15-29,Females,2018,17.0,0.0203695271873277
AT,Austria,Intentional self-harm,15-29,Males,2018,104.0,0.1246135780871815
AT,Austria,Intentional self-harm,15-29,Total,2018,121.0,0.1449831052745093
AT,Austria,Intentional self-harm,30-44,Females,2018,0.0,0.0
AT,Austria,Intentional self-harm,30-44,Males,2018,0.0,0.0
AT,Austria,Intentional self-harm,30-44,Total,2018,0.0,0.0
AT,Austria,Intentional self-harm,45-64,Females,2018,0.0,0.0
AT,Austria,Intentional self-harm,45-64,Males,2018,0.0,0.0
AT,Austria,Intentional self-harm,45-64,Total,2018,0.0,0.0
AT,Austria,Intentional self-harm,15,Females,2018,1.0,0.0011982074816075
AT,Austria,Intentional self-harm,15,Males,2018,1.0,0.0011982074816075
AT,Austria,Intentional self-harm,15,Total,2018,2.0,0.002396414963215
AT,Austria,Intentional self-harm,Total,Females,2018,266.0,0.318723190107599
AT,Austria,Intentional self-harm,Total,Males,2018,962.0,1.1526755973064295
AT,Austria,Intentional self-harm,Total,Total,2018,1228.0,1.4713987874140286
AT,Austria,Mental and behavioural disorders,65,Females,2018,1928.0,2.310144024539289
AT,Austria,Mental and behavioural disorders,65,Males,2018,1069.0,1.2808837978384338
AT,Austria,Mental and behavioural disorders,65,Total,2018,2997.0,3.591027822377723
AT,Austria,Mental and behavioural disorders,15-29,Females,2018,11.0,0.0131802822976826
AT,Austria,Mental and behavioural disorders,15-29,Males,2018,20.0,0.0239641496321503
AT,Austria,Mental and behavioural disorders,15-29,Total,2018,31.0,0.0371444319298329
AT,Austria,Mental and behavioural disorders,30-44,Females,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,30-44,Males,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,30-44,Total,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Females,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Males,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,45-64,Total,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Females,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Males,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Total,2018,0.0,0.0
AT,Austria,Mental and behavioural disorders,Total,Females,2018,2029.0,2.4311629801816483
AT,Austria,Mental and behavioural disorders,Total,Males,2018,1373.0,1.6451388722471183
AT,Austria,Mental and behavioural disorders,Total,Total,2018,3402.0,4.076301852428767
AT,Austria,Total,65,Females,2018,38439.0,46.057897385511275
AT,Austria,Total,65,Males,2018,32289.0,38.68892137362506
AT,Austria,Total,65,Total,2018,70728.0,84.74681875913633
AT,Austria,Total,15-29,Females,2018,145.0,0.1737400848330897
AT,Austria,Total,15-29,Males,2018,426.0,0.5104363871648014
AT,Austria,Total,15-29,Total,2018,571.0,0.6841764719978912
AT,Austria,Total,30-44,Females,2018,0.0,0.0
AT,Austria,Total,30-44,Males,2018,0.0,0.0
AT,Austria,Total,30-44,Total,2018,0.0,0.0
AT,Austria,Total,45-64,Females,2018,0.0,0.0
AT,Austria,Total,45-64,Males,2018,0.0,0.0
AT,Austria,Total,45-64,Total,2018,0.0,0.0
AT,Austria,Total,15,Females,2018,146.0,0.1749382923146972
AT,Austria,Total,15,Males,2018,200.0,0.239641496321503
AT,Austria,Total,15,Total,2018,346.0,0.4145797886362002
AT,Austria,Total,Total,Females,2018,42902.0,51.40549737592561
AT,Austria,Total,Total,Males,2018,40556.0,48.59450262407439
AT,Austria,Total,Total,Total,2018,83458.0,100.0
AT,Austria,Use of alcohol,65,Females,2018,82.0,0.0982530134918162
AT,Austria,Use of alcohol,65,Males,2018,225.0,0.2695966833616909
AT,Austria,Use of alcohol,65,Total,2018,307.0,0.3678496968535071
AT,Austria,Use of alcohol,15-29,Females,2018,0.0,0.0
AT,Austria,Use of alcohol,15-29,Males,2018,1.0,0.0011982074816075
AT,Austria,Use of alcohol,15-29,Total,2018,1.0,0.0011982074816075
AT,Austria,Use of alcohol,30-44,Females,2018,0.0,0.0
AT,Austria,Use of alcohol,30-44,Males,2018,0.0,0.0
AT,Austria,Use of alcohol,30-44,Total,2018,0.0,0.0
AT,Austria,Use of alcohol,45-64,Females,2018,0.0,0.0
AT,Austria,Use of alcohol,45-64,Males,2018,0.0,0.0
AT,Austria,Use of alcohol,45-64,Total,2018,0.0,0.0
AT,Austria,Use of alcohol,15,Females,2018,0.0,0.0
AT,Austria,Use of alcohol,15,Males,2018,0.0,0.0
AT,Austria,Use of alcohol,15,Total,2018,0.0,0.0
AT,Austria,Use of alcohol,Total,Females,2018,123.0,0.1473795202377243
AT,Austria,Use of alcohol,Total,Males,2018,436.0,0.5224184619808766
AT,Austria,Use of alcohol,Total,Total,2018,559.0,0.669797982218601
AT,Austria,COVID-19,65,Females,2019,0.0,0.0
AT,Austria,COVID-19,65,Males,2019,0.0,0.0
AT,Austria,COVID-19,65,Total,2019,0.0,0.0
AT,Austria,COVID-19,15-29,Females,2019,0.0,0.0
AT,Austria,COVID-19,15-29,Males,2019,0.0,0.0
AT,Austria,COVID-19,15-29,Total,2019,0.0,0.0
AT,Austria,COVID-19,30-44,Females,2019,0.0,0.0
AT,Austria,COVID-19,30-44,Males,2019,0.0,0.0
AT,Austria,COVID-19,30-44,Total,2019,0.0,0.0
AT,Austria,COVID-19,45-64,Females,2019,0.0,0.0
AT,Austria,COVID-19,45-64,Males,2019,0.0,0.0
AT,Austria,COVID-19,45-64,Total,2019,0.0,0.0
AT,Austria,COVID-19,15,Females,2019,0.0,0.0
AT,Austria,COVID-19,15,Males,2019,0.0,0.0
AT,Austria,COVID-19,15,Total,2019,0.0,0.0
AT,Austria,COVID-19,Total,Females,2019,0.0,0.0
AT,Austria,COVID-19,Total,Males,2019,0.0,0.0
AT,Austria,COVID-19,Total,Total,2019,0.0,0.0
AT,Austria,Drug dependence,65,Females,2019,7.0,0.008435869316333
AT,Austria,Drug dependence,65,Males,2019,7.0,0.008435869316333
AT,Austria,Drug dependence,65,Total,2019,14.0,0.016871738632666
AT,Austria,Drug dependence,15-29,Females,2019,5.0,0.0060256209402378
AT,Austria,Drug dependence,15-29,Males,2019,17.0,0.0204871111968088
AT,Austria,Drug dependence,15-29,Total,2019,22.0,0.0265127321370467
AT,Austria,Drug dependence,30-44,Females,2019,8.0,0.0096409935043806
AT,Austria,Drug dependence,30-44,Males,2019,31.0,0.0373588498294749
AT,Austria,Drug dependence,30-44,Total,2019,39.0,0.0469998433338555
AT,Austria,Drug dependence,45-64,Females,2019,10.0,0.0120512418804757
AT,Austria,Drug dependence,45-64,Males,2019,36.0,0.0433844707697128
AT,Austria,Drug dependence,45-64,Total,2019,46.0,0.0554357126501886
AT,Austria,Drug dependence,15,Females,2019,0.0,0.0
AT,Austria,Drug dependence,15,Males,2019,0.0,0.0
AT,Austria,Drug dependence,15,Total,2019,0.0,0.0
AT,Austria,Drug dependence,Total,Females,2019,30.0,0.0361537256414273
AT,Austria,Drug dependence,Total,Males,2019,91.0,0.1096663011123296
AT,Austria,Drug dependence,Total,Total,2019,121.0,0.1458200267537569
AT,Austria,Intentional self-harm,65,Females,2019,87.0,0.1048458043601393
AT,Austria,Intentional self-harm,65,Males,2019,358.0,0.431434459321033
AT,Austria,Intentional self-harm,65,Total,2019,445.0,0.5362802636811724
AT,Austria,Intentional self-harm,15-29,Females,2019,15.0,0.0180768628207136
AT,Austria,Intentional self-harm,15-29,Males,2019,88.0,0.1060509285481868
AT,Austria,Intentional self-harm,15-29,Total,2019,103.0,0.1241277913689005
AT,Austria,Intentional self-harm,30-44,Females,2019,42.0,0.0506152158979982
AT,Austria,Intentional self-harm,30-44,Males,2019,151.0,0.1819737523951843
AT,Austria,Intentional self-harm,30-44,Total,2019,193.0,0.2325889682931826
AT,Austria,Intentional self-harm,45-64,Females,2019,109.0,0.131358536497186
AT,Austria,Intentional self-harm,45-64,Males,2019,309.0,0.3723833741067017
AT,Austria,Intentional self-harm,45-64,Total,2019,418.0,0.5037419106038877
AT,Austria,Intentional self-harm,15,Females,2019,0.0,0.0
AT,Austria,Intentional self-harm,15,Males,2019,1.0,0.0012051241880475
AT,Austria,Intentional self-harm,15,Total,2019,1.0,0.0012051241880475
AT,Austria,Intentional self-harm,Total,Females,2019,253.0,0.3048964195760373
AT,Austria,Intentional self-harm,Total,Males,2019,907.0,1.0930476385591537
AT,Austria,Intentional self-harm,Total,Total,2019,1160.0,1.397944058135191
AT,Austria,Mental and behavioural disorders,65,Females,2019,1929.0,2.3246845587437783
AT,Austria,Mental and behavioural disorders,65,Males,2019,1105.0,1.331662227792574
AT,Austria,Mental and behavioural disorders,65,Total,2019,3034.0,3.6563467865363526
AT,Austria,Mental and behavioural disorders,15-29,Females,2019,6.0,0.0072307451282854
AT,Austria,Mental and behavioural disorders,15-29,Males,2019,19.0,0.0228973595729039
AT,Austria,Mental and behavioural disorders,15-29,Total,2019,25.0,0.0301281047011894
AT,Austria,Mental and behavioural disorders,30-44,Females,2019,10.0,0.0120512418804757
AT,Austria,Mental and behavioural disorders,30-44,Males,2019,51.0,0.0614613335904265
AT,Austria,Mental and behavioural disorders,30-44,Total,2019,61.0,0.0735125754709022
AT,Austria,Mental and behavioural disorders,45-64,Females,2019,67.0,0.0807433205991877
AT,Austria,Mental and behavioural disorders,45-64,Males,2019,215.0,0.2591017004302293
AT,Austria,Mental and behavioural disorders,45-64,Total,2019,282.0,0.3398450210294171
AT,Austria,Mental and behavioural disorders,15,Females,2019,2.0,0.0024102483760951
AT,Austria,Mental and behavioural disorders,15,Males,2019,0.0,0.0
AT,Austria,Mental and behavioural disorders,15,Total,2019,2.0,0.0024102483760951
AT,Austria,Mental and behavioural disorders,Total,Females,2019,2014.0,2.4271201147278227
AT,Austria,Mental and behavioural disorders,Total,Males,2019,1390.0,1.675122621386134
AT,Austria,Mental and behavioural disorders,Total,Total,2019,3404.0,4.102242736113956
AT,Austria,Total,65,Females,2019,38095.0,45.90920594367249
AT,Austria,Total,65,Males,2019,32454.0,39.111100398896106
AT,Austria,Total,65,Total,2019,70549.0,85.0203063425686
AT,Austria,Total,15-29,Females,2019,160.0,0.1928198700876125
AT,Austria,Total,15-29,Males,2019,415.0,0.500126538039745
AT,Austria,Total,15-29,Total,2019,575.0,0.6929464081273575
AT,Austria,Total,30-44,Females,2019,429.0,0.5169982766724112
AT,Austria,Total,30-44,Males,2019,902.0,1.0870220176189156
AT,Austria,Total,30-44,Total,2019,1331.0,1.6040202942913269
AT,Austria,Total,45-64,Females,2019,3600.0,4.338447076971281
AT,Austria,Total,45-64,Males,2019,6529.0,7.868255823762639
AT,Austria,Total,45-64,Total,2019,10129.0,12.20670290073392
AT,Austria,Total,15,Females,2019,170.0,0.2048711119680883
AT,Austria,Total,15,Males,2019,225.0,0.2711529423107051
AT,Austria,Total,15,Total,2019,395.0,0.4760240542787934
AT,Austria,Total,Total,Females,2019,42454.0,51.162342279371885
AT,Austria,Total,Total,Males,2019,40525.0,48.83765772062811
AT,Austria,Total,Total,Total,2019,82979.0,100.0
AT,Austria,Use of alcohol,65,Females,2019,58.0,0.0698972029067595
